id,estimate
201148,4.11672937018495
201939,4.00662599929047
202697,3.99313818642981
1628365,3.52140765966682
1627875,3.48781966119865
204037,3.46718117232855
1628395,3.3928389242617
1626246,3.22544416994995
101108,3.00900392285329
201144,2.96635912712596
1627826,2.92722835445826
203957,2.90405983214085
201144,2.80296987759754
203460,2.6844628431091
201935,2.42884903937948
101106,2.38385991478739
1627758,2.28311652592782
101112,2.25020505626701
200757,2.21604526273408
1626220,2.1736502144951
2754,2.0179862339106
203497,1.9888279339733
1626157,1.98159309784959
201950,1.93189514422663
201142,1.91367216493226
2544,1.90362022086463
203504,1.88924468544041
201937,1.88719758997293
203110,1.87931414732344
200782,1.87255751179999
1627812,1.84005929508442
203082,1.83649992513215
1627863,1.83252843822729
1626257,1.83199359256282
2561,1.8203518641839
2585,1.81500232228549
203089,1.80462305314358
201954,1.78229544096446
202689,1.76710851945181
1627853,1.74266165699207
2731,1.72543824607446
1627749,1.70420917189924
203957,1.69754239104407
2403,1.67912139660888
201569,1.64107206659921
1626167,1.638381622954
1627884,1.62561266130219
203935,1.61142377329224
1627936,1.58264843979936
1628366,1.56950641419042
202326,1.56169892160988
2403,1.53764474306933
202681,1.51774506570934
201588,1.51457426272808
202339,1.50602831485476
201145,1.50495238956805
202340,1.50320951400577
202704,1.49711266063603
2594,1.48738426843996
202779,1.48485603460401
202325,1.48419225464963
203076,1.47040718009342
1627827,1.45152944117365
203512,1.44807724469123
1628470,1.44293524399123
201143,1.43365759729274
1628369,1.4232033115714
202710,1.42250458642308
1938,1.42114170356741
202703,1.41699680980441
201586,1.41607773466612
203496,1.40283999205771
1627740,1.40237190554669
203464,1.39759212939566
202734,1.38543279646735
202718,1.38455642749983
203948,1.37496102962094
2734,1.36366941117141
101123,1.35727288431166
202334,1.35236824878937
203082,1.3404245267304
203512,1.33850685862257
1628462,1.328111493832
101141,1.2995489592088
201956,1.28075293758109
2738,1.2775355185841
203076,1.2773973278352
203482,1.26218665133617
201567,1.24795736718137
1628378,1.24576889442902
203526,1.24019335872976
203496,1.2392453903944
1628395,1.23699262847194
204001,1.22634491906878
1628371,1.21621003196776
1626204,1.21408227021378
202691,1.21253830176867
203469,1.19736620935173
203382,1.18874399779986
203077,1.17822286324289
201959,1.1743160544152
1627858,1.16676560928971
1628384,1.16491255959485
200757,1.15336420618219
101161,1.15069341044951
203960,1.14076667486397
203095,1.13594667649577
201566,1.12322406929573
101141,1.11432220226595
201950,1.11366553018491
1627759,1.10857474162624
1628470,1.09632954220779
1628373,1.0903003093613
201942,1.08567900037743
202704,1.07838530734617
202322,1.065397848993
203962,1.06496123619256
203962,1.04986835476013
201609,1.04642200760699
203999,1.0306028950819
1717,1.0302629006666
203917,1.01875232003627
203503,1.01331221212381
201601,1.00746200155176
201578,1.00064900496629
1627832,0.997714069929809
203991,0.996449388098939
203966,0.991747983441262
202722,0.978720203457846
1626172,0.97252796203103
201952,0.966820168110569
201152,0.959438344800096
2747,0.947020325879323
202327,0.945150116931186
2772,0.945097902879023
203081,0.944419387579293
1628384,0.942405117036466
201609,0.939535380965084
202339,0.930739335751018
201566,0.928715519099008
203477,0.925226036743043
1626188,0.922784545140509
1628404,0.922399144090151
203114,0.912930027177292
203484,0.908222270032766
101150,0.907585331183374
203085,0.907447295389515
1627858,0.907180109574979
203473,0.906245219157949
200826,0.903989285119478
1628414,0.903236169619074
1628379,0.898124716837269
200768,0.895954413318816
203506,0.893893113132248
1626224,0.889750852231062
203145,0.878933181177202
201145,0.878728888198006
201196,0.865645366888293
1626153,0.862730577862143
2200,0.848969382606204
1627758,0.843031157618553
1628380,0.836276225943973
203490,0.826228555563341
203089,0.823317788089152
201933,0.822155631227959
203499,0.815205537017625
200768,0.810012651388135
204060,0.807820214885464
1627783,0.805881751020025
203898,0.798968230866562
1626167,0.791899296728874
203914,0.787441941829738
1627835,0.785044500948264
203954,0.784767365386394
