id,name,slug,rank,orapm,drapm,rapm
2225,Tony Parker,CHA,204,-0.31395134721214,-0.43755789757195,-0.751509244784091
203463,Ben McLemore,SAC,205,-0.434384239590835,-0.323966164920451,-0.758350404511286
203076,Anthony Davis,NOP,206,-0.00122109744113185,-0.79597581687091,-0.797196914312042
201959,Taj Gibson,MIN,207,-1.24414276422497,0.439922351025573,-0.804220413199399
2733,Shaun Livingston,GSW,208,-0.364926483329708,-0.461407077493639,-0.826333560823347
203200,Justin Holiday,CHI,209,-0.382979229643369,-0.47985060772301,-0.862829837366378
203498,Shabazz Muhammad,"",210,-0.2585027144517,-0.66026025401589,-0.91876296846759
201601,Luc Mbah a Moute,LAC,211,-0.382328473301469,-0.543903880067453,-0.926232353368922
1627759,Jaylen Brown,BOS,212,-1.55352686102157,0.615927990896186,-0.937598870125379
1626204,Larry Nance Jr.,CLE,213,-0.988844936629822,0.0498245377622892,-0.939020398867533
203496,Robert Covington,MIN,214,-0.109993212225679,-0.837117423076676,-0.947110635302355
201950,Jrue Holiday,NOP,215,-0.583344468774969,-0.391597533269649,-0.974942002044619
203460,Andre Roberson,OKC,216,-0.886287220041706,-0.111444768454399,-0.997731988496106
200782,PJ Tucker,HOU,217,-0.531877502154054,-0.476400741691473,-1.00827824384553
1627098,Malcolm Delaney,"",218,-0.148906176319602,-0.86430862851223,-1.01321480483183
1626195,Willy Hernangomez,CHA,219,-1.03600186555801,0.00927818107428907,-1.02672368448372
203115,Will Barton,DEN,220,-1.45330468865311,0.424476714638879,-1.02882797401424
203917,Nik Stauskas,POR,221,-0.770454107508217,-0.292670307532573,-1.06312441504079
203497,Rudy Gobert,UTA,222,0.286518019932034,-1.36777459612774,-1.0812565761957
