id,rapm
202348,8.91773662229967
1628391,8.33351718058467
1628035,7.99066797467573
201281,7.95823580995334
2585,4.70219140852808
1628409,4.69901330981434
1628506,4.67430019078343
1627883,4.53269273544407
1626199,4.2515458371654
1627885,3.69745914950697
204179,3.57154168929402
203585,3.48994971914639
201939,3.48713178585762
202933,3.34732240739902
1628436,3.21882999881585
1627735,3.19783104106194
202738,3.03872302994133
1627834,2.90632619313248
1626151,2.86330415393649
1627758,2.86134304036231
201166,2.69622280353707
202326,2.53735691112955
201589,2.50173425102576
201967,2.40606842770134
203485,2.32232811964765
203086,2.2750896107665
203141,2.24615725787106
1627790,2.17845628167378
1627780,2.15128256939387
202684,2.14865928905527
1628463,2.13678786555699
1626166,2.03034817386435
203186,2.01358053334379
203897,2.00018794427728
203957,1.99201264366583
203504,1.982197890995
1627774,1.93581699603965
1626157,1.9275952729391
101150,1.88231159643515
202083,1.84299294679236
203503,1.78410194976029
203498,1.74983709506846
1627362,1.71015919591319
201628,1.66434344282316
1627767,1.63189287639005
2617,1.6110906147428
2544,1.59896558925961
2747,1.5381478284234
1626171,1.51936951404707
203482,1.51920364824342
1628510,1.51687400592594
1627846,1.51263835626632
1626156,1.48618249900025
1628418,1.47947011484117
1627816,1.47898601694238
203477,1.45790838688412
2037,1.43646140995736
1628403,1.41876571973863
1626170,1.40662229947048
203490,1.39900956909321
1627824,1.37862647873492
202337,1.37318289695282
1627858,1.37127204308508
1627748,1.35858231250694
203471,1.34333116815019
201600,1.34232826301525
201954,1.32323064023862
201142,1.31851657904752
202695,1.30370992521829
201952,1.29602409893103
1626246,1.26135457108275
202347,1.25275569207906
2772,1.24569908831549
1627743,1.23326266035014
204066,1.21600770497195
201158,1.20026831236563
203095,1.19979149762643
204037,1.15739141195037
203521,1.15262333468082
1627752,1.15007046432174
202734,1.14258519641786
203109,1.14187524264229
203486,1.1404796114357
203087,1.12415252189234
1627756,1.11537352273465
202696,1.11230493977429
1628416,1.10147115128367
1626173,1.09947069578291
1627746,1.09768645243581
1628372,1.09055212940737
203112,1.07166981940489
1628380,1.07022146391981
203085,1.02304755209596
201565,0.996563269661072
1627750,0.979820936815869
201572,0.971749033345483
202327,0.955600349228619
202344,0.925033911973803
203992,0.904276238476594
201586,0.901658262865612
1628476,0.890399259465989
201935,0.875606718212551
202328,0.872091962977999
1717,0.855612223976955
1626172,0.845176060227518
2403,0.83700063585525
2210,0.829906275904725
1626149,0.824584735394555
1628384,0.82178589256089
201936,0.817893890944637
203124,0.806673233335873
1627988,0.801256867663242
203114,0.798603550897725
202718,0.797866405181865
202689,0.777582880548537
1628422,0.771230312955723
201152,0.767065853478199
201988,0.761699998024548
200782,0.736014925687212
200826,0.732726141258383
200757,0.732347659817883
204060,0.730729313056279
2863,0.723740367401151
1627863,0.719496183023347
202322,0.719297200859304
1627785,0.700634525756546
201196,0.698357293661387
1627751,0.696995809351807
1626209,0.68326445675174
1628503,0.67917165939018
1626224,0.674463599314244
1627854,0.67239137570557
1626245,0.666781434570617
201942,0.663248322617163
101108,0.661055815610832
203110,0.649199632311168
1627782,0.647841343238324
202694,0.647499726987894
1628397,0.63434790378281
201583,0.633913841457029
2734,0.626001350572144
203118,0.62150957394989
201144,0.619412377165744
1891,0.59634678407438
203930,0.59539734535068
203613,0.578490956084402
201573,0.575215652242153
202325,0.561362006951354
203078,0.535456678634569
200755,0.531722147958741
1626167,0.523394270188125
202704,0.50713411385446
1628378,0.50426381275383
201162,0.496023992327381
1627098,0.49032541106665
1628388,0.46487242228647
1628400,0.462387237018016
1628404,0.444520547195058
203518,0.444467266244914
201567,0.439634739194169
1626153,0.436619158752366
202732,0.427419857827739
203954,0.425238831308587
202710,0.423973966200964
203925,0.423610802213331
1627761,0.421846548075971
1626188,0.420371316723219
1627835,0.415796459008366
101127,0.393487875342541
1713,0.389754989619627
203944,0.382313824414368
202324,0.371723474691661
202362,0.350899004242169
200768,0.34781778172902
203084,0.347050580874708
1627783,0.345353107139513
201959,0.343431708249046
203200,0.343182818799557
202691,0.325073024996059
1628393,0.310738105762611
201147,0.309866601227677
201580,0.302506337168862
203079,0.290038555756708
203924,0.280913688845238
201566,0.272305189050254
203107,0.269464852477954
201976,0.253043344657283
1627823,0.250513293624296
203115,0.246360187477079
1628379,0.244827207696613
1627747,0.24309543636014
203894,0.226445532753912
203081,0.203249634675742
202329,0.198983197648364
202683,0.19685273477187
101133,0.196084305745272
203914,0.189842347467193
1627741,0.187462565314719
1627832,0.170307119498034
202693,0.167257565943153
203705,0.16297816834602
1627732,0.15155037592953
2546,0.150363332917032
1628374,0.14578429908885
1626164,0.145019952826364
203920,0.13792974410069
204028,0.133874466042255
202339,0.132907114748399
1627763,0.126421674226893
1627739,0.122787411475696
201587,0.113013802765862
202498,0.112730675852907
202711,0.106595576567533
201973,0.106416366528248
1628439,0.102966844441515
202699,0.102435106598309
200794,0.0989875559013374
1626144,0.0960829326874702
203903,0.0936774956811037
1938,0.0771933137866561
1626175,0.0660677615286188
1626168,0.0577286762396805
203459,0.0475981109100596
1628386,0.0407664666178325
203962,0.0398898698891337
203506,0.0374543567178637
200746,0.0316701097559637
1627936,0.0302783035553671
204020,0.0293579651306587
1628415,0.0256305126260758
1627742,0.0244407620797916
1628365,0.020327873846594
1626181,0.0198146135723276
201933,0.01140059482607
203967,0.00968334106331127
1628021,0.00856020325527614
201584,0.00732675958088871
,6.64917007160028e-07
202714,-0.0185435870896576
203991,-0.0195050717487757
101107,-0.0208282188867617
203952,-0.0231513962497593
1628398,-0.0325466983628378
1627775,-0.0404399611510639
101141,-0.0431330985973977
101181,-0.0463451319467279
1626192,-0.0500068066988507
1628492,-0.0544890906829246
202705,-0.0560668749011334
203918,-0.0638186325378905
203076,-0.0660670670879536
203901,-0.0683093981569781
2730,-0.0714182267349753
202397,-0.0810952864028564
2749,-0.0927515560362201
201167,-0.0946496291803338
203210,-0.0955601485269326
203476,-0.0985800317446137
203488,-0.103321515695459
2199,-0.111338433787132
203939,-0.120199007981116
203584,-0.125629579297642
201563,-0.127923949462478
202331,-0.133024083921076
204022,-0.14142217757256
1626178,-0.152447875419053
1626196,-0.156274745726115
201596,-0.157374164474369
203473,-0.166544390675684
2216,-0.167765439749233
