term,step,estimate,lambda,dev.ratio
o0201163,1,0.0834873655314651,100,0.0221336579049358
o0201167,1,-0.720073695965625,100,0.0221336579049358
o0201188,1,-0.0955664975695287,100,0.0221336579049358
o0201196,1,0.979960076202002,100,0.0221336579049358
o0201229,1,0.42184689468643,100,0.0221336579049358
o0201563,1,-0.796799192417708,100,0.0221336579049358
o0201565,1,-1.49956062799907,100,0.0221336579049358
o0201566,1,0.401446205745764,100,0.0221336579049358
o0201567,1,2.06502319959543,100,0.0221336579049358
o0201568,1,2.03999928997225,100,0.0221336579049358
o0201569,1,2.97138652817732,100,0.0221336579049358
o0201571,1,-0.418202341116317,100,0.0221336579049358
o0201572,1,1.99763801482318,100,0.0221336579049358
o0201573,1,-2.8909849598459,100,0.0221336579049358
o0201577,1,-0.471402647368297,100,0.0221336579049358
o0201578,1,-0.114080746777694,100,0.0221336579049358
o0201580,1,1.49020374363437,100,0.0221336579049358
o0201583,1,0.429910097058473,100,0.0221336579049358
o0201584,1,-0.423482921344377,100,0.0221336579049358
o0201585,1,-0.596763459772664,100,0.0221336579049358
o0201586,1,0.373972769875903,100,0.0221336579049358
o0201587,1,-1.06386514836838,100,0.0221336579049358
o0201588,1,3.88128118241059,100,0.0221336579049358
o0201596,1,-0.48243782780197,100,0.0221336579049358
o0201599,1,-0.0122361805429358,100,0.0221336579049358
o0201601,1,-0.424491642742926,100,0.0221336579049358
o0201609,1,1.41888255074705,100,0.0221336579049358
o0201933,1,-0.522958428964461,100,0.0221336579049358
o0201935,1,3.45136960280825,100,0.0221336579049358
o0201936,1,1.05310521091712,100,0.0221336579049358
o0201937,1,0.307801599612263,100,0.0221336579049358
o0201939,1,4.60527187830011,100,0.0221336579049358
o0201942,1,1.88958478384163,100,0.0221336579049358
o0201949,1,-0.927536557111322,100,0.0221336579049358
o0201950,1,0.449887535762412,100,0.0221336579049358
o0201952,1,1.08881864114142,100,0.0221336579049358
o0201954,1,2.63925913400083,100,0.0221336579049358
o0201956,1,-0.422505105995873,100,0.0221336579049358
o0201959,1,2.91182328361798,100,0.0221336579049358
o0201960,1,0.120134818709208,100,0.0221336579049358
o0201961,1,1.13388930859662,100,0.0221336579049358
o0201967,1,0.638417592788786,100,0.0221336579049358
o0201973,1,-0.365618303228015,100,0.0221336579049358
o0201975,1,-2.50693206807669,100,0.0221336579049358
o0201976,1,-8.25514076937485,100,0.0221336579049358
o0201980,1,-1.26972274280925,100,0.0221336579049358
o0201988,1,0.803236910696111,100,0.0221336579049358
o0202066,1,-1.84551346970513,100,0.0221336579049358
o0202083,1,-0.5414362520741,100,0.0221336579049358
o0202322,1,0.125918387079951,100,0.0221336579049358
o0202323,1,-2.6354404883517,100,0.0221336579049358
o0202324,1,-0.299053331019993,100,0.0221336579049358
o0202325,1,-1.43519466590104,100,0.0221336579049358
o0202326,1,1.3950764381504,100,0.0221336579049358
o0202327,1,0.975212812110102,100,0.0221336579049358
o0202328,1,-2.41438786295238,100,0.0221336579049358
o0202329,1,0.378262268689365,100,0.0221336579049358
o0202331,1,0.698949828468622,100,0.0221336579049358
o0202334,1,0.148852557277247,100,0.0221336579049358
o0202335,1,-0.176051998207541,100,0.0221336579049358
o0202337,1,0.46380806617121,100,0.0221336579049358
o0202339,1,0.406866102878716,100,0.0221336579049358
o0202340,1,1.06476087756859,100,0.0221336579049358
o0202344,1,-1.95622599225162,100,0.0221336579049358
o0202355,1,-1.21219327233095,100,0.0221336579049358
o0202357,1,-0.519566559992796,100,0.0221336579049358
o0202362,1,1.07744213951097,100,0.0221336579049358
o0202389,1,-5.23502686208229,100,0.0221336579049358
o0202397,1,0.746871236660121,100,0.0221336579049358
o0202498,1,0.0155510346269392,100,0.0221336579049358
o0202681,1,0.680658111012607,100,0.0221336579049358
o0202683,1,-2.09230527876342,100,0.0221336579049358
o0202684,1,-2.5667065952673,100,0.0221336579049358
o0202685,1,-0.0305175457922003,100,0.0221336579049358
o0202687,1,-2.62437871266422,100,0.0221336579049358
o0202689,1,4.52489584157728,100,0.0221336579049358
o0202691,1,1.51786172876575,100,0.0221336579049358
o0202692,1,-1.40530764520712,100,0.0221336579049358
o0202693,1,-0.564380362403442,100,0.0221336579049358
o0202694,1,1.2672835974956,100,0.0221336579049358
o0202696,1,1.01636293505348,100,0.0221336579049358
o0202697,1,3.52284770093925,100,0.0221336579049358
o0202699,1,1.59970377993892,100,0.0221336579049358
o0202702,1,-1.8825049673544,100,0.0221336579049358
o0202703,1,1.42632152714509,100,0.0221336579049358
o0202704,1,3.80745795714135,100,0.0221336579049358
o0202709,1,0.101231209213425,100,0.0221336579049358
o0202710,1,0.809160715465394,100,0.0221336579049358
o0202711,1,-1.15095515782894,100,0.0221336579049358
o0202714,1,-1.82498410245544,100,0.0221336579049358
o0202718,1,0.895916596721075,100,0.0221336579049358
o0202722,1,-0.162596373207084,100,0.0221336579049358
o0202732,1,-1.14144528039106,100,0.0221336579049358
o0202734,1,0.422144155925303,100,0.0221336579049358
o0202738,1,0.895644750339506,100,0.0221336579049358
o0202779,1,0.725485588246758,100,0.0221336579049358
o0203076,1,0.904195430048217,100,0.0221336579049358
o0203077,1,1.95875352108819,100,0.0221336579049358
o0203078,1,1.13466504444095,100,0.0221336579049358
o0203079,1,-1.22029311695583,100,0.0221336579049358
o0203081,1,2.28769426433008,100,0.0221336579049358
o0203082,1,-1.15519513924466,100,0.0221336579049358
o0203083,1,-0.648906194607105,100,0.0221336579049358
o0203084,1,-0.130251849136614,100,0.0221336579049358
o0203085,1,-1.14148372905803,100,0.0221336579049358
o0203086,1,1.02569407598536,100,0.0221336579049358
o0203087,1,0.0506569597352424,100,0.0221336579049358
o0203089,1,1.87053124004563,100,0.0221336579049358
o0203090,1,-2.60059894799147,100,0.0221336579049358
o0203092,1,-0.520256778056715,100,0.0221336579049358
o0203095,1,2.32249606295459,100,0.0221336579049358
o0203101,1,0.717412080746984,100,0.0221336579049358
o0203107,1,-0.988060098365288,100,0.0221336579049358
o0203109,1,-0.400591872171977,100,0.0221336579049358
o0203110,1,3.45847545078387,100,0.0221336579049358
o0203112,1,0.162170170751607,100,0.0221336579049358
o0203114,1,1.03736262536348,100,0.0221336579049358
o0203115,1,-0.124951521977176,100,0.0221336579049358
o0203118,1,0.736378313167343,100,0.0221336579049358
o0203121,1,0.38861117914776,100,0.0221336579049358
o0203124,1,-0.365024506059633,100,0.0221336579049358
o0203145,1,-1.42067382953433,100,0.0221336579049358
o0203186,1,-1.13450163285486,100,0.0221336579049358
o0203200,1,2.27910478306899,100,0.0221336579049358
o0203210,1,-1.47703531969474,100,0.0221336579049358
o0203382,1,-3.39586483713252,100,0.0221336579049358
o0203457,1,-5.60866814231163,100,0.0221336579049358
o0203458,1,-0.639395673464697,100,0.0221336579049358
o0203459,1,0.0260116704247596,100,0.0221336579049358
o0203460,1,-3.31680907544215,100,0.0221336579049358
o0203463,1,-1.7640476060497,100,0.0221336579049358
o0203464,1,0.364548420879374,100,0.0221336579049358
o0203468,1,0.116127339137958,100,0.0221336579049358
o0203469,1,0.343548064230702,100,0.0221336579049358
o0203471,1,0.92096644698931,100,0.0221336579049358
o0203473,1,-1.83738267859844,100,0.0221336579049358
o0203476,1,-0.927590813947218,100,0.0221336579049358
o0203477,1,2.23215985437017,100,0.0221336579049358
o0203482,1,2.07461582054947,100,0.0221336579049358
o0203484,1,-0.116858037575196,100,0.0221336579049358
o0203486,1,-0.0921761471083054,100,0.0221336579049358
o0203487,1,-2.00272811764845,100,0.0221336579049358
o0203488,1,1.60363823492033,100,0.0221336579049358
o0203490,1,0.418610317639624,100,0.0221336579049358
o0203493,1,3.1488375696974,100,0.0221336579049358
o0203496,1,2.05279218102192,100,0.0221336579049358
o0203497,1,0.135074524058093,100,0.0221336579049358
o0203498,1,0.0364001157084906,100,0.0221336579049358
o0203499,1,0.334628186607666,100,0.0221336579049358
o0203500,1,-1.22605437772259,100,0.0221336579049358
o0203501,1,-1.24821129848304,100,0.0221336579049358
o0203503,1,2.25679432396414,100,0.0221336579049358
o0203504,1,2.92549534750423,100,0.0221336579049358
o0203506,1,2.04238976925724,100,0.0221336579049358
o0203507,1,-0.622312119155378,100,0.0221336579049358
o0203512,1,0.23782436744683,100,0.0221336579049358
o0203516,1,-0.516434635868175,100,0.0221336579049358
o0203518,1,-1.04394879193384,100,0.0221336579049358
o0203521,1,-1.32226041119033,100,0.0221336579049358
o0203526,1,-0.118281569516834,100,0.0221336579049358
o0203530,1,-0.776223600686636,100,0.0221336579049358
o0203546,1,-0.268271631957551,100,0.0221336579049358
o0203584,1,-0.11724344523918,100,0.0221336579049358
o0203585,1,3.57833684941758,100,0.0221336579049358
o0203613,1,-0.903304507221026,100,0.0221336579049358
o0203710,1,0.944745824154764,100,0.0221336579049358
o0203894,1,2.00750115512269,100,0.0221336579049358
o0203897,1,0.385429817784799,100,0.0221336579049358
o0203898,1,1.01649958417846,100,0.0221336579049358
o0203901,1,0.22004873541261,100,0.0221336579049358
o0203903,1,-0.809703372957131,100,0.0221336579049358
o0203914,1,0.654360768050626,100,0.0221336579049358
o0203915,1,-0.0208777427991079,100,0.0221336579049358
o0203917,1,-1.51025508063164,100,0.0221336579049358
o0203918,1,1.26918492621367,100,0.0221336579049358
o0203920,1,0.913249362791654,100,0.0221336579049358
o0203922,1,-0.659374770727451,100,0.0221336579049358
o0203924,1,-0.65218065697203,100,0.0221336579049358
o0203925,1,-0.621254850641527,100,0.0221336579049358
o0203926,1,-0.865310470415673,100,0.0221336579049358
o0203930,1,-0.958780128098629,100,0.0221336579049358
o0203932,1,-0.150087572153507,100,0.0221336579049358
o0203933,1,0.147673997355569,100,0.0221336579049358
o0203935,1,-0.597939689349383,100,0.0221336579049358
o0203937,1,0.952218945103712,100,0.0221336579049358
o0203939,1,-0.639052555978903,100,0.0221336579049358
o0203943,1,-0.803873767531802,100,0.0221336579049358
o0203944,1,0.796000617651998,100,0.0221336579049358
o0203948,1,-1.64252795578681,100,0.0221336579049358
o0203952,1,0.42670836725691,100,0.0221336579049358
o0203953,1,-0.558426152503627,100,0.0221336579049358
o0203954,1,0.69261777014702,100,0.0221336579049358
o0203957,1,4.79893861401345,100,0.0221336579049358
o0203960,1,-3.07342172423849,100,0.0221336579049358
o0203961,1,-0.351005841492531,100,0.0221336579049358
o0203962,1,2.93796615273889,100,0.0221336579049358
o0203966,1,5.3304810760954,100,0.0221336579049358
o0203967,1,-2.20878704062931,100,0.0221336579049358
o0203991,1,0.593041297646162,100,0.0221336579049358
o0203992,1,1.22912287164771,100,0.0221336579049358
o0203994,1,-3.88672741773481,100,0.0221336579049358
o0203999,1,1.68294856434029,100,0.0221336579049358
o0204001,1,-1.51213638371751,100,0.0221336579049358
o0204020,1,-1.79499452013453,100,0.0221336579049358
o0204025,1,-0.368385191111953,100,0.0221336579049358
o0204028,1,-3.86830950560117,100,0.0221336579049358
o0204037,1,2.52750961030537,100,0.0221336579049358
o0204038,1,-1.27447891759668,100,0.0221336579049358
o0204060,1,-0.737890144455894,100,0.0221336579049358
o0204456,1,0.7889638415683,100,0.0221336579049358
o1626143,1,-3.10160179841978,100,0.0221336579049358
o1626144,1,-2.24794744718564,100,0.0221336579049358
o1626145,1,1.84321317479593,100,0.0221336579049358
o1626147,1,-1.1008398605677,100,0.0221336579049358
o1626149,1,-0.0482976772463401,100,0.0221336579049358
o1626150,1,-0.695568858406364,100,0.0221336579049358
o1626151,1,-0.0579845739668653,100,0.0221336579049358
o1626153,1,-0.729520862510685,100,0.0221336579049358
o1626155,1,1.70211931156594,100,0.0221336579049358
o1626156,1,-0.148500098874116,100,0.0221336579049358
o1626157,1,1.31608015961582,100,0.0221336579049358
o1626158,1,0.910001122612193,100,0.0221336579049358
o1626159,1,-0.655308375455658,100,0.0221336579049358
o1626161,1,-0.205763581696754,100,0.0221336579049358
o1626162,1,1.11384957539113,100,0.0221336579049358
o1626163,1,0.319152806227241,100,0.0221336579049358
o1626164,1,-1.51413815653748,100,0.0221336579049358
o1626166,1,0.707775404199965,100,0.0221336579049358
o1626167,1,-0.148886776395976,100,0.0221336579049358
o1626168,1,1.7755352405482,100,0.0221336579049358
o1626169,1,-0.145624650103039,100,0.0221336579049358
o1626170,1,-2.28428315310124,100,0.0221336579049358
o1626171,1,0.132308978946219,100,0.0221336579049358
o1626172,1,2.46120339294808,100,0.0221336579049358
o1626175,1,-1.15923143852425,100,0.0221336579049358
o1626178,1,-0.774194898065986,100,0.0221336579049358
o1626179,1,0.849766079994807,100,0.0221336579049358
o1626181,1,-0.733437360896641,100,0.0221336579049358
o1626185,1,-1.05483984631743,100,0.0221336579049358
o1626188,1,0.22988145738232,100,0.0221336579049358
o1626192,1,-0.475995603301701,100,0.0221336579049358
o1626195,1,-0.557078319615519,100,0.0221336579049358
o1626196,1,-1.31954085712447,100,0.0221336579049358
o1626202,1,-1.66601845847729,100,0.0221336579049358
o1626203,1,1.28560610050587,100,0.0221336579049358
o1626204,1,-1.73302651565599,100,0.0221336579049358
o1626209,1,-0.838511443042815,100,0.0221336579049358
o1626220,1,0.106292313148199,100,0.0221336579049358
o1626224,1,1.22052419983986,100,0.0221336579049358
o1626245,1,-3.58336122613998,100,0.0221336579049358
o1626246,1,1.44708748484183,100,0.0221336579049358
o1626257,1,-2.07688695757557,100,0.0221336579049358
o1627098,1,2.12085027374882,100,0.0221336579049358
o1627362,1,-1.78749474282634,100,0.0221336579049358
o1627732,1,-0.629483924142879,100,0.0221336579049358
o1627733,1,-1.43567103768528,100,0.0221336579049358
o1627734,1,0.215421313905768,100,0.0221336579049358
o1627736,1,1.47495014357749,100,0.0221336579049358
o1627737,1,-1.79556489898031,100,0.0221336579049358
o1627738,1,0.558089723133245,100,0.0221336579049358
o1627739,1,-2.78552511909842,100,0.0221336579049358
o1627740,1,-0.795393253590913,100,0.0221336579049358
o1627741,1,-0.641803059601239,100,0.0221336579049358
o1627742,1,-1.68213212770901,100,0.0221336579049358
o1627746,1,-1.49628975918509,100,0.0221336579049358
o1627747,1,-1.89169303765118,100,0.0221336579049358
o1627748,1,-2.0395961686465,100,0.0221336579049358
o1627749,1,-1.25934122955436,100,0.0221336579049358
o1627750,1,0.728156626639392,100,0.0221336579049358
o1627751,1,2.75791839948618,100,0.0221336579049358
o1627752,1,0.438841525052158,100,0.0221336579049358
o1627755,1,-0.309573303276991,100,0.0221336579049358
o1627756,1,-2.38990563526943,100,0.0221336579049358
o1627758,1,0.634336667638121,100,0.0221336579049358
o1627759,1,1.22900369781859,100,0.0221336579049358
o1627761,1,-1.36783431154527,100,0.0221336579049358
o1627763,1,0.663854572517924,100,0.0221336579049358
o1627767,1,-0.598540454568246,100,0.0221336579049358
o1627775,1,0.353972956172985,100,0.0221336579049358
o1627780,1,1.36155868124762,100,0.0221336579049358
o1627781,1,2.66922959906975,100,0.0221336579049358
o1627782,1,-0.186975087027863,100,0.0221336579049358
o1627783,1,2.42148435407803,100,0.0221336579049358
o1627786,1,-1.14400218522939,100,0.0221336579049358
o1627789,1,-0.716459446727411,100,0.0221336579049358
o1627790,1,1.86460118649323,100,0.0221336579049358
o1627812,1,0.261472745140527,100,0.0221336579049358
o1627814,1,-1.20576228245674,100,0.0221336579049358
o1627819,1,0.644780358547648,100,0.0221336579049358
o1627820,1,-1.57423418927778,100,0.0221336579049358
o1627823,1,-0.388423219667893,100,0.0221336579049358
o1627824,1,1.29812067719614,100,0.0221336579049358
o1627826,1,-4.25260543749318,100,0.0221336579049358
o1627827,1,1.10317835779962,100,0.0221336579049358
o1627832,1,0.88105058973108,100,0.0221336579049358
o1627835,1,-3.51456760124498,100,0.0221336579049358
o1627846,1,-0.12270930696601,100,0.0221336579049358
o1627853,1,-0.179584074984959,100,0.0221336579049358
o1627854,1,1.70548536761295,100,0.0221336579049358
o1627858,1,0.966811138987616,100,0.0221336579049358
o1627863,1,0.475493122388143,100,0.0221336579049358
o1627875,1,3.68787362244507,100,0.0221336579049358
o1627884,1,-8.13069878086681,100,0.0221336579049358
o1627885,1,1.70962054010352,100,0.0221336579049358
o1627936,1,0.983981613850135,100,0.0221336579049358
o1627988,1,1.40605123055299,100,0.0221336579049358
o1628021,1,-0.113513288425087,100,0.0221336579049358
o1628365,1,1.15224195725782,100,0.0221336579049358
o1628366,1,-1.00946171228303,100,0.0221336579049358
o1628367,1,-0.579453308360687,100,0.0221336579049358
o1628368,1,-1.35059437147914,100,0.0221336579049358
o1628369,1,0.810847404291152,100,0.0221336579049358
o1628370,1,-1.08641453950781,100,0.0221336579049358
o1628371,1,-0.533035913031201,100,0.0221336579049358
o1628372,1,-0.920057257639814,100,0.0221336579049358
o1628373,1,-2.31761404499125,100,0.0221336579049358
o1628374,1,-0.489361577813619,100,0.0221336579049358
o1628378,1,-1.23953839812489,100,0.0221336579049358
o1628379,1,0.220071306606195,100,0.0221336579049358
o1628380,1,-2.1224434427898,100,0.0221336579049358
o1628381,1,-1.06441425997427,100,0.0221336579049358
o1628382,1,0.875018375022304,100,0.0221336579049358
o1628384,1,1.68041752821634,100,0.0221336579049358
o1628386,1,0.496681794793464,100,0.0221336579049358
o1628388,1,1.23743952575159,100,0.0221336579049358
o1628389,1,-0.678845417941413,100,0.0221336579049358
o1628390,1,-2.78164855781395,100,0.0221336579049358
o1628393,1,-0.808651408450887,100,0.0221336579049358
o1628395,1,4.29230697014451,100,0.0221336579049358
o1628397,1,0.432077123172998,100,0.0221336579049358
o1628398,1,-0.63702405626798,100,0.0221336579049358
o1628400,1,-0.692824099054601,100,0.0221336579049358
o1628404,1,-0.0286238444584289,100,0.0221336579049358
o1628407,1,0.739351319580672,100,0.0221336579049358
o1628409,1,0.848032766476349,100,0.0221336579049358
o1628411,1,3.0206372749261,100,0.0221336579049358
o1628412,1,-1.32646649448209,100,0.0221336579049358
o1628414,1,-0.25950712781825,100,0.0221336579049358
o1628415,1,0.288257902239046,100,0.0221336579049358
o1628416,1,-1.04212021582747,100,0.0221336579049358
o1628422,1,-3.4035259647943,100,0.0221336579049358
o1628424,1,0.821790598726301,100,0.0221336579049358
o1628425,1,-2.34848663104321,100,0.0221336579049358
o1628432,1,-5.91193924816128,100,0.0221336579049358
o1628436,1,-1.03915830021534,100,0.0221336579049358
o1628439,1,-2.47707998497621,100,0.0221336579049358
o1628455,1,3.23224152933567,100,0.0221336579049358
o1628462,1,-0.52634502126144,100,0.0221336579049358
o1628463,1,-1.70305123638163,100,0.0221336579049358
o1628464,1,-0.558842097832646,100,0.0221336579049358
o1628467,1,1.30286277310476,100,0.0221336579049358
o1628469,1,-0.69208630254655,100,0.0221336579049358
o1628470,1,3.26525089209329,100,0.0221336579049358
o1628503,1,-3.30809756171003,100,0.0221336579049358
o1628681,1,-4.23174818663569,100,0.0221336579049358
