id_player,name_player,name_player_summary_nbastatr,gp_calc_total,gp_summary_nbastatr,poss_calc_o,poss_calc_d,poss_calc_total,mp_calc_o,mp_calc_d,mp_calc_total,mp_game_logs_nbastatr,mp_summary1_nbastatr,mp_summary2_nbastatr,pts_calc_o,pts_calc_d,pts_o_per100_calc,pm_calc,pm_game_logs_nbastatr
201975,Jodie Meeks,Jodie Meeks,3,3,93,92,185,20.2166666666667,22.2,42.4166666666667,44,43,43,86,76,92.4731182795699,10,9
202726,Andrew Goudelock,Andrew Goudelock,7,8,122,143,265,20.1333333333333,28.65,48.7833333333333,51,50,50,114,105,93.4426229508197,9,10
2405,Amar'e Stoudemire,Amar'e Stoudemire,52,52,1680,1704,3384,391.6,365.3,756.9,765,762,762,1561,1553,92.9166666666667,8,9
201578,Marreese Speights,Marreese Speights,72,72,1932,1986,3918,403.85,423.783333333333,827.633333333333,836,832,832,1814,1806,93.8923395445135,8,11
1626210,Alan Williams,Alan Williams,10,10,191,167,358,32.5833333333333,34.65,67.2333333333334,67,68,68,175,167,91.6230366492147,8,1
202066,Garrett Temple,Garrett Temple,79,80,4498,4549,9047,918.433333333333,1024.13333333333,1942.56666666667,1950,1951,1951,4112,4105,91.418408181414,7,-37
203921,Cleanthony Early,Cleanthony Early,16,17,344,351,695,74.7666666666667,77.35,152.116666666667,152,154,154,295,288,85.7558139534884,7,0
203950,Jarnell Stokes,Jarnell Stokes,7,7,41,38,79,8.81666666666667,8.51666666666667,17.3333333333333,18,18,18,38,31,92.6829268292683,7,9
1626175,Jordan Mickey,Jordan Mickey,16,16,135,129,264,27.5333333333333,27.1833333333333,54.7166666666667,58,57,57,111,105,82.2222222222222,6,6
1626199,Darrun Hilliard,Darrun Hilliard,38,38,873,865,1738,186.566666666667,193.633333333333,380.2,385,383,383,793,787,90.836197021764,6,-3
201149,Joakim Noah,Joakim Noah,29,29,1514,1480,2994,312.616666666667,323.65,636.266666666667,636,635,635,1299,1294,85.7992073976222,5,-34
203268,Jorge Gutierrez,Jorge Gutierrez,12,12,145,154,299,30.15,31.4333333333333,61.5833333333333,64,63,63,148,143,102.068965517241,5,8
204020,Tyler Johnson,Tyler Johnson,36,36,1908,1931,3839,438.066666666667,423.8,861.866666666667,862,863,863,1696,1691,88.8888888888889,5,9
201188,Marc Gasol,Marc Gasol,52,52,3993,3975,7968,930.566666666667,857.583333333333,1788.15,1792,1791,1791,3616,3612,90.5584773353369,4,11
203919,Jordan Adams,Jordan Adams,2,2,38,34,72,7.41666666666667,7.21666666666667,14.6333333333333,15,15,15,34,30,89.4736842105263,4,4
1626262,Coty Clarke,Coty Clarke,3,3,14,12,26,3.23333333333333,2.53333333333333,5.76666666666667,6,6,6,18,14,128.571428571429,4,4
200779,Steve Novak,Steve Novak,10,10,106,116,222,21.6,22.5333333333333,44.1333333333333,43,44,44,107,104,100.943396226415,3,7
201943,Brandon Jennings,Brandon Jennings,48,48,2049,2022,4071,427.216666666667,441.116666666667,868.333333333333,869,868,868,1875,1872,91.5080527086384,3,12
2563,Dahntay Jones,Dahntay Jones,1,1,92,88,180,21.9666666666667,20.1166666666667,42.0833333333333,42,42,42,88,86,95.6521739130435,2,-1
201177,Josh McRoberts,Josh McRoberts,42,42,1306,1333,2639,297.45,292.616666666667,590.066666666667,596,595,595,1211,1209,92.7258805513017,2,5
202332,Cole Aldrich,Cole Aldrich,60,60,1761,1860,3621,401.95,394.566666666667,796.516666666667,800,800,800,1600,1598,90.8574673480977,2,-26
203527,Ryan Kelly,Ryan Kelly,36,36,1115,1113,2228,226.466666666667,242.2,468.666666666667,469,470,470,976,974,87.5336322869955,2,-2
1626155,Sam Dekker,Sam Dekker,3,3,17,17,34,2.58333333333334,3.41666666666667,6,6,6,6,21,19,123.529411764706,2,-2
203508,Sergey Karasev,Sergey Karasev,40,40,930,938,1868,198.483333333333,199.633333333333,398.116666666667,405,399,399,886,885,95.2688172043011,1,-6
202710,Jimmy Butler,Jimmy Butler,67,67,5736,5773,11509,1244.68333333333,1229.08333333333,2473.76666666667,2473,2474,2474,5184,5184,90.3765690376569,0,-12
203123,Kostas Papanikolaou,Kostas Papanikolaou,26,26,648,654,1302,143.616666666667,147.7,291.316666666667,294,294,294,576,576,88.8888888888889,0,-10
101236,Chuck Hayes,Chuck Hayes,2,2,54,62,116,11.6333333333333,12.5333333333333,24.1666666666667,24,24,24,45,46,83.3333333333333,-1,-3
203475,Erick Green,Erick Green,9,9,91,87,178,22.2666666666667,18.6333333333333,40.9,42,42,42,91,92,100,-1,-1
203961,Eric Moreland,Eric Moreland,8,8,112,123,235,22.1166666666667,25.7,47.8166666666667,46,48,48,110,111,98.2142857142857,-1,7
203962,Josh Huestis,Josh Huestis,5,5,132,129,261,26.8,28.5166666666667,55.3166666666667,55,55,55,122,123,92.4242424242424,-1,2
202343,Elliot Williams,Elliot Williams,5,5,99,99,198,21.8,23.3666666666667,45.1666666666667,45,45,45,90,92,90.9090909090909,-2,-3
201583,Ryan Anderson,Ryan Anderson,66,66,4767,4652,9419,980.566666666667,1031.3,2011.86666666667,2011,2008,2008,4439,4443,93.1193622823579,-4,31
1627293,Alex Stepheson,Alex Stepheson,8,8,194,170,364,40.1,32.25,72.35,72,73,73,141,145,72.680412371134,-4,-2
201155,Rodney Stuckey,Rodney Stuckey,58,58,2907,2962,5869,630.066666666667,649.533333333333,1279.6,1274,1275,1275,2623,2628,90.2304781561748,-5,10
201619,Sasha Kaun,Sasha Kaun,23,25,217,224,441,48.9,44.5166666666667,93.4166666666667,94,95,95,183,188,84.331797235023,-5,-4
203648,Thanasis Antetokounmpo,Thanasis Antetokounmpo,2,2,15,18,33,2.8,3.21666666666667,6.01666666666667,6,6,6,15,20,100,-5,-6
203998,Bruno Caboclo,Bruno Caboclo,6,6,103,99,202,23.5666666666667,19.0666666666667,42.6333333333333,43,43,43,82,87,79.6116504854369,-5,-8
1626151,Aaron Harrison,Aaron Harrison,21,21,212,230,442,44.3833333333333,46.3833333333333,90.7666666666667,96,93,93,201,206,94.811320754717,-5,-7
201936,Tyreke Evans,Tyreke Evans,25,25,1731,1707,3438,376.55,386.65,763.2,764,765,765,1586,1592,91.6233391103408,-6,-14
201949,James Johnson,James Johnson,57,57,2083,2066,4149,476.716666666667,451.133333333333,927.85,924,926,926,1914,1920,91.8867018722996,-6,8
203994,Jusuf Nurkic,Jusuf Nurkic,32,32,1299,1257,2556,271.066666666667,273.566666666667,544.633333333333,547,547,547,1168,1174,89.9153194765204,-6,-7
204002,Edy Tavares,Edy Tavares,11,11,199,197,396,40.8833333333333,42.5666666666667,83.45,72,73,73,194,200,97.4874371859297,-6,-10
1626266,JJ O'Brien,J.J. O'Brien,2,2,12,16,28,2.98333333333333,3.11666666666667,6.1,6,6,6,12,18,100,-6,-8
201166,Aaron Brooks,Aaron Brooks,69,69,2569,2551,5120,553.316666666667,554.733333333333,1108.05,1110,1108,1108,2317,2324,90.1907356948229,-7,-13
1737,Nazr Mohammed,Nazr Mohammed,5,5,42,45,87,9.2,9.18333333333334,18.3833333333333,20,19,19,31,39,73.8095238095238,-8,-3
203963,Shayne Whittington,Shayne Whittington,7,7,93,91,184,20.4833333333333,20.2333333333333,40.7166666666667,41,41,41,70,78,75.2688172043011,-8,-6
2585,Zaza Pachulia,Zaza Pachulia,76,76,4417,4463,8880,1023.4,973.933333333333,1997.33333333333,2005,2004,2004,4080,4089,92.3703871405932,-9,-7
203946,Cameron Bairstow,Cameron Bairstow,18,18,246,244,490,48.3666666666667,54.1,102.466666666667,103,103,103,205,214,83.3333333333333,-9,-8
1626251,Duje Dukan,Duje Dukan,1,1,63,60,123,13.9,10.45,24.35,24,24,24,45,54,71.4285714285714,-9,-8
201575,Brandon Rush,Brandon Rush,72,72,2448,2558,5006,499.75,546.516666666667,1046.26666666667,1050,1055,1055,2413,2423,98.5702614379085,-10,-31
203078,Bradley Beal,Bradley Beal,55,55,4048,4000,8048,816.266666666667,887.65,1703.91666666667,1709,1708,1708,3740,3750,92.3913043478261,-10,-24
1626176,Rakeem Christmas,Rakeem Christmas,1,1,13,13,26,3.05,2.8,5.85,6,6,6,14,24,107.692307692308,-10,-10
202353,Tibor Pleiss,Tibor Pleiss,12,12,178,190,368,42.1833333333333,41.8666666666667,84.05,81,82,82,164,176,92.1348314606742,-12,-15
202692,Alec Burks,Alec Burks,31,31,1823,1780,3603,412.216666666667,385.2,797.416666666667,798,797,797,1612,1624,88.4256719692814,-12,-13
203461,Anthony Bennett,Anthony Bennett,19,19,211,188,399,44.2333333333333,39.9,84.1333333333333,85,84,84,185,197,87.6777251184834,-12,-30
1626146,Cliff Alexander,Cliff Alexander,8,8,76,84,160,17.3,17.4333333333333,34.7333333333333,36,36,36,67,80,88.1578947368421,-13,-13
1626253,Axel Toupane,Axel Toupane,21,21,685,694,1379,149.466666666667,153.45,302.916666666667,307,305,305,661,674,96.4963503649635,-13,-17
203928,Cory Jefferson,Cory Jefferson,6,8,118,126,244,25.2333333333333,24.9166666666667,50.15,50,50,50,104,118,88.135593220339,-14,-6
204014,Damjan Rudez,Damjan Rudez,33,33,650,646,1296,134.05,142.083333333333,276.133333333333,278,277,277,598,612,92,-14,-11
1626183,Branden Dawson,Branden Dawson,6,6,58,68,126,14.6666666666667,13.1833333333333,27.85,28,29,29,56,70,96.551724137931,-14,-15
201574,Jason Thompson,Jason Thompson,47,47,1073,1101,2174,246.216666666667,222.7,468.916666666667,471,471,471,1002,1017,93.3830382106244,-15,-7
2548,Dwyane Wade,Dwyane Wade,74,74,5070,5127,10197,1157.98333333333,1089.38333333333,2247.36666666667,2258,2258,2258,4695,4711,92.603550295858,-16,-8
2617,Udonis Haslem,Udonis Haslem,37,37,542,580,1122,132.566666666667,126.266666666667,258.833333333333,259,260,260,508,525,93.7269372693727,-17,-17
101139,CJ Miles,C.J. Miles,64,64,3448,3513,6961,723.683333333333,738.933333333333,1462.61666666667,1467,1464,1464,3150,3167,91.3573085846868,-17,3
201202,Joel Anthony,Joel Anthony,18,19,214,205,419,47.5833333333333,46.2,93.7833333333333,95,96,96,174,191,81.3084112149533,-17,-17
1626192,Pat Connaughton,Pat Connaughton,33,34,328,337,665,72.4,64.1,136.5,145,143,143,266,283,81.0975609756098,-17,-13
202498,Lance Thomas,Lance Thomas,59,59,2988,3081,6069,675.583333333333,652.45,1328.03333333333,1314,1313,1313,2766,2784,92.570281124498,-18,-42
202713,Kyle Singler,Kyle Singler,67,68,2395,2326,4721,494.733333333333,479.066666666667,973.8,982,977,977,2106,2124,87.9331941544885,-18,-22
203906,Devyn Marble,Devyn Marble,28,28,590,591,1181,121.1,126.2,247.3,249,249,249,508,526,86.1016949152542,-18,-13
101126,Nate Robinson,Nate Robinson,2,2,55,58,113,11.9333333333333,11.05,22.9833333333333,23,23,23,38,58,69.0909090909091,-20,-20
203506,Victor Oladipo,Victor Oladipo,72,72,5527,5590,11117,1176,1199.38333333333,2375.38333333333,2382,2379,2379,5090,5110,92.0933598697304,-20,-22
1626154,RJ Hunter,R.J. Hunter,36,36,743,734,1477,153.283333333333,159,312.283333333333,319,315,315,604,624,81.2920592193809,-20,-28
1626172,Kevon Looney,Kevon Looney,5,5,56,52,108,11.5,8.85,20.35,21,21,21,49,69,87.5,-20,-22
1891,Jason Terry,Jason Terry,72,72,2992,2979,5971,592.166666666667,659.566666666667,1251.73333333333,1258,1258,1258,2766,2787,92.4465240641711,-21,32
203552,Seth Curry,Seth Curry,44,44,1657,1648,3305,333.316666666667,355.233333333333,688.55,694,692,692,1535,1556,92.6372963186482,-21,-36
202734,E'Twaun Moore,E'Twaun Moore,59,59,2907,2973,5880,626.583333333333,632.8,1259.38333333333,1265,1263,1263,2676,2698,92.0536635706914,-22,-37
203114,Khris Middleton,Khris Middleton,79,79,6558,6643,13201,1403.36666666667,1442.48333333333,2845.85,2855,2852,2852,6045,6067,92.1774931381519,-22,-31
203923,James Young,James Young,29,29,460,466,926,94,103.85,197.85,199,199,199,420,442,91.304347826087,-22,-27
201571,D.J. Augustin,D.J. Augustin,62,62,2750,2734,5484,600.233333333333,573.166666666667,1173.4,1182,1178,1178,2518,2541,91.5636363636364,-23,-31
202379,Jeremy Evans,Jeremy Evans,29,30,583,600,1183,127.616666666667,121.3,248.916666666667,248,251,251,519,542,89.0222984562607,-23,-40
202690,Jimmer Fredette,Jimmer Fredette,6,6,40,39,79,9.55,7.76666666666667,17.3166666666667,17,18,18,19,42,47.5,-23,-25
201229,Anthony Tolliver,Anthony Tolliver,72,72,3109,2996,6105,672.916666666667,664.516666666667,1337.43333333333,1338,1341,1341,2741,2765,88.1633965905436,-24,14
203925,Joe Harris,Joe Harris,5,5,35,41,76,8.1,6.7,14.8,15,15,15,30,54,85.7142857142857,-24,-21
204060,Joe Ingles,Joe Ingles,81,81,2794,2739,5533,648.15,592.783333333333,1240.93333333333,1239,1241,1241,2456,2480,87.9026485325698,-24,2
203955,Bryce Cotton,Bryce Cotton,8,8,86,93,179,18.7666666666667,19.25,38.0166666666667,39,39,39,80,105,93.0232558139535,-25,-24
1626185,Jarell Martin,Jarell Martin,27,27,934,862,1796,196.65,185.883333333333,382.533333333333,382,380,380,794,819,85.0107066381156,-25,-39
204098,Xavier Munford,Xavier Munford,14,14,594,546,1140,125.716666666667,122.283333333333,248,246,244,244,518,545,87.2053872053872,-27,-25
203485,Lorenzo Brown,Lorenzo Brown,8,8,141,133,274,30.7166666666667,29.0666666666667,59.7833333333334,60,61,61,116,144,82.2695035460993,-28,-30
204025,Tim Frazier,Tim Frazier,49,51,1714,1701,3415,365.1,372.783333333333,737.883333333333,742,741,741,1562,1590,91.1318553092182,-28,-31
2754,Tony Allen,Tony Allen,64,64,3685,3610,7295,826.216666666667,784.55,1610.76666666667,1622,1620,1620,3267,3296,88.6567164179104,-29,-89
203893,Russ Smith,Russ Smith,15,15,155,162,317,32.4166666666667,33.15,65.5666666666667,64,66,66,137,166,88.3870967741936,-29,-41
2756,Sasha Vujacic,Sasha Vujacic,61,61,2109,2079,4188,465.333333333333,441.866666666667,907.2,908,908,908,1874,1904,88.8572783309625,-30,-42
201978,Chase Budinger,Chase Budinger,66,66,2209,2154,4363,457.983333333333,464.816666666667,922.8,930,929,929,1952,1982,88.3657763693979,-30,1
2549,Chris Kaman,Chris Kaman,16,16,250,249,499,57.4666666666667,53.2333333333333,110.7,113,112,112,211,242,84.4,-31,-31
203473,Dewayne Dedmon,Dewayne Dedmon,58,58,1636,1650,3286,334.95,366.25,701.2,709,705,705,1458,1490,89.119804400978,-32,-36
203922,Glenn Robinson III,Glenn Robinson III,45,45,1181,1159,2340,262.433333333333,243.3,505.733333333333,511,508,508,1017,1049,86.1134631668078,-32,-37
2592,James Jones,James Jones,47,48,1038,1053,2091,235.3,227.733333333333,463.033333333333,465,463,463,900,933,86.7052023121387,-33,-21
202712,Justin Harper,Justin Harper,4,5,74,69,143,16.5833333333333,17.0666666666667,33.65,35,35,35,55,88,74.3243243243243,-33,-32
203111,Orlando Johnson,Orlando Johnson,7,7,254,236,490,52.75,49.4166666666667,102.166666666667,102,101,101,206,239,81.1023622047244,-33,-37
2546,Carmelo Anthony,Carmelo Anthony,72,72,5736,5758,11494,1298.33333333333,1229.45,2527.78333333333,2529,2530,2530,5293,5327,92.2768479776848,-34,-43
203996,Damien Inglis,Damien Inglis,20,20,344,372,716,74.9166666666667,81.2333333333333,156.15,159,156,156,280,314,81.3953488372093,-34,-44
1626214,Bryce Dejean-Jones,Bryce Dejean-Jones,14,14,652,616,1268,133.183333333333,143.316666666667,276.5,280,279,279,563,597,86.3496932515337,-34,-39
1882,Elton Brand,Elton Brand,17,17,515,546,1061,113.666666666667,111.583333333333,225.25,225,225,225,433,468,84.0776699029126,-35,-39
202339,Eric Bledsoe,Eric Bledsoe,31,31,2532,2541,5073,517.733333333333,539.233333333333,1056.96666666667,1058,1059,1059,2293,2328,90.5608214849921,-35,-49
1626166,Cameron Payne,Cameron Payne,57,57,1655,1619,3274,350.8,341.833333333333,692.633333333333,702,698,698,1493,1528,90.2114803625378,-35,-28
203099,Jared Cunningham,Jared Cunningham,41,44,918,940,1858,203.116666666667,205.9,409.016666666667,410,410,410,828,864,90.1960784313726,-36,-43
203210,JaMychal Green,JaMychal Green,78,78,3401,3272,6673,720.866666666667,715.15,1436.01666666667,1443,1446,1446,3032,3068,89.1502499264922,-36,-44
1626148,Anthony Brown,Anthony Brown,29,29,1396,1349,2745,305.483333333333,292.133333333333,597.616666666667,596,599,599,1208,1244,86.5329512893983,-36,-33
1626202,Joe Young,Joe Young,40,41,916,891,1807,195.166666666667,188.016666666667,383.183333333333,384,384,384,786,822,85.8078602620087,-36,-33
2406,Caron Butler,Caron Butler,17,17,423,422,845,89.8333333333333,86.95,176.783333333333,176,176,176,357,394,84.3971631205674,-37,-41
201160,Jason Smith,Jason Smith,76,76,2691,2706,5397,587.6,590.283333333333,1177.88333333333,1180,1181,1181,2473,2511,91.8989223337049,-38,-35
203516,James Ennis III,James Ennis,21,22,757,740,1497,163.483333333333,160,323.483333333333,328,329,329,695,733,91.8097754293263,-38,-45
1626163,Frank Kaminsky,Frank Kaminsky,81,81,3890,3904,7794,861.316666666667,842.1,1703.41666666667,1713,1708,1708,3503,3541,90.0514138817481,-38,-19
201971,DeJuan Blair,DeJuan Blair,29,29,532,524,1056,105.916666666667,110.8,216.716666666667,216,218,218,468,507,87.9699248120301,-39,-39
203092,Tyler Zeller,Tyler Zeller,60,60,1729,1743,3472,342.666666666667,371.25,713.916666666667,714,710,710,1499,1539,86.6975130133025,-40,-65
203476,Gorgui Dieng,Gorgui Dieng,82,82,5054,5139,10193,1107.83333333333,1108,2215.83333333333,2222,2220,2220,4748,4788,93.9453897902651,-40,-7
1626242,Luis Montero,Luis Montero,11,12,90,90,180,21.75,17.6333333333333,39.3833333333333,42,42,42,54,94,60,-40,-39
200811,Lou Amundson,Lou Amundson,29,29,474,470,944,100.95,103.6,204.55,202,204,204,373,414,78.6919831223629,-41,-47
1626162,Kelly Oubre Jr.,Kelly Oubre,62,63,1603,1617,3220,326.3,341.533333333333,667.833333333333,671,671,671,1449,1490,90.3930131004367,-41,-46
201946,Tyler Hansbrough,Tyler Hansbrough,44,44,790,795,1585,172.916666666667,166.933333333333,339.85,346,343,343,721,763,91.2658227848101,-42,-33
203894,Shabazz Napier,Shabazz Napier,55,55,1358,1351,2709,294.75,302.15,596.9,598,600,600,1209,1251,89.0279823269514,-42,-51
2210,Richard Jefferson,Richard Jefferson,74,74,2944,2948,5892,671.35,647.116666666667,1318.46666666667,1326,1326,1326,2649,2692,89.9796195652174,-43,-45
203135,Robert Sacre,Robert Sacre,25,25,773,743,1516,162.633333333333,158.316666666667,320.95,320,320,320,654,697,84.6054333764554,-43,-35
203939,Dwight Powell,Dwight Powell,68,69,2266,2309,4575,505.083333333333,483.4,988.483333333333,996,992,992,2016,2059,88.9673433362754,-43,-80
203943,Noah Vonleh,Noah Vonleh,78,78,2696,2660,5356,587.5,573.4,1160.9,1173,1174,1174,2415,2458,89.5771513353116,-43,-60
1626174,Christian Wood,Christian Wood,17,17,346,362,708,72.1166666666667,70.7333333333333,142.85,145,145,145,304,347,87.8612716763006,-43,-49
1626178,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,29,29,1457,1426,2883,308.116666666667,306.433333333333,614.55,614,615,615,1248,1291,85.6554564172958,-43,-61
1626179,Terry Rozier,Terry Rozier,38,39,753,747,1500,154.9,153.6,308.5,309,311,311,618,661,82.0717131474104,-43,-46
101109,Raymond Felton,Raymond Felton,80,80,4928,5054,9982,1131.98333333333,1059.46666666667,2191.45,2190,2192,2192,4618,4662,93.7094155844156,-44,-67
201145,Jeff Green,Jeff Green,80,80,5013,5129,10142,1141.83333333333,1106.68333333333,2248.51666666667,2257,2253,2253,4630,4676,92.359864352683,-46,-41
201582,Alexis Ajinca,Alexis Ajinca,59,59,1982,1963,3945,416.25,438.85,855.1,862,861,861,1752,1798,88.3955600403633,-46,-66
203200,Justin Holiday,Justin Holiday,53,53,1819,1844,3663,381.533333333333,403.416666666667,784.95,769,773,773,1661,1707,91.3139087410665,-46,-89
203515,Phil Pressey,Phil Pressey,23,23,704,702,1406,139.9,142.016666666667,281.916666666667,287,283,283,605,651,85.9375,-46,-39
201564,O.J. Mayo,O.J. Mayo,41,41,2481,2534,5015,528.3,555.65,1083.95,1088,1090,1090,2218,2266,89.3994357114067,-48,-56
201965,Jeff Ayres,Jeff Ayres,17,17,225,264,489,52.85,52.2333333333333,105.083333333333,105,107,107,211,259,93.7777777777778,-48,-46
204067,Jarell Eddie,Jarell Eddie,25,26,352,355,707,72.05,72.25,144.3,146,147,147,292,340,82.9545454545455,-48,-33
203143,Pablo Prigioni,Pablo Prigioni,59,59,1823,1902,3725,415.883333333333,401.516666666667,817.4,815,823,823,1613,1662,88.4805266044981,-49,-67
2590,Mo Williams,Mo Williams,41,41,1698,1671,3369,385.666666666667,358.883333333333,744.55,748,748,748,1471,1521,86.6313309776207,-50,-50
2757,Beno Udrih,Beno Udrih,44,44,1541,1568,3109,356.9,347.85,704.75,708,707,707,1390,1440,90.2011680726801,-50,-20
201228,C.J. Watson,C.J. Watson,33,33,1534,1585,3119,318.733333333333,339,657.733333333333,655,656,656,1446,1497,94.2633637548892,-51,-47
201580,JaVale McGee,JaVale McGee,34,34,836,848,1684,187.85,179.75,367.6,368,370,370,718,769,85.8851674641148,-51,-54
203124,Kyle O'Quinn,Kyle O'Quinn,65,65,1764,1812,3576,395.966666666667,381.716666666667,777.683333333333,760,764,764,1580,1631,89.5691609977324,-51,-59
202337,Luke Babbitt,Luke Babbitt,47,47,1985,1967,3952,410.266666666667,430.7,840.966666666667,846,845,845,1864,1916,93.904282115869,-52,-26
203504,Trey Burke,Trey Burke,64,64,3100,3035,6135,710.35,659.45,1369.8,1361,1366,1366,2715,2767,87.5806451612903,-52,0
203915,Spencer Dinwiddie,Spencer Dinwiddie,12,12,362,351,713,80.7,77.5333333333333,158.233333333333,159,159,159,261,313,72.0994475138122,-52,-56
203956,Mitch McGary,Mitch McGary,20,20,172,185,357,36.6,34,70.6,72,72,72,144,196,83.7209302325582,-52,-51
2449,Luis Scola,Luis Scola,76,76,3684,3614,7298,858.066666666667,772.6,1630.66666666667,1635,1636,1636,3380,3433,91.7480998914224,-53,-28
201147,Corey Brewer,Corey Brewer,82,82,4056,4085,8141,797.45,874.783333333333,1672.23333333333,1670,1669,1669,3643,3697,89.8175542406312,-54,-87
202362,Lance Stephenson,Lance Stephenson,69,69,3200,3175,6375,691,677.566666666667,1368.56666666667,1371,1372,1372,2892,2946,90.375,-54,-64
1626209,Mario Hezonja,Mario Hezonja,79,79,3250,3236,6486,699.75,707.65,1407.4,1412,1413,1413,2959,3013,91.0461538461538,-54,0
202341,James Anderson,James Anderson,51,51,1755,1811,3566,352.1,366.733333333333,718.833333333333,719,721,721,1578,1634,89.9145299145299,-56,-82
101179,Ronnie Price,Ronnie Price,62,62,2910,2829,5739,601.35,610.15,1211.5,1210,1211,1211,2490,2547,85.5670103092784,-57,-75
201148,Brandan Wright,Brandan Wright,12,12,479,495,974,108.016666666667,104.8,212.816666666667,213,212,212,427,484,89.1440501043841,-57,-56
201593,Nikola Pekovic,Nikola Pekovic,12,12,338,341,679,79.15,76.6166666666667,155.766666666667,156,156,156,287,344,84.9112426035503,-57,-63
203098,John Jenkins,John Jenkins,43,43,1176,1166,2342,239.266666666667,238.683333333333,477.95,477,480,480,1030,1087,87.5850340136054,-57,-63
203186,Willie Reed,Willie Reed,38,39,983,971,1954,217.45,205.75,423.2,426,426,426,847,904,86.1648016276704,-57,-80
203488,Mike Muscala,Mike Muscala,59,60,1280,1309,2589,274.183333333333,290.75,564.933333333333,567,565,565,1139,1196,88.984375,-57,-32
203584,Troy Daniels,Troy Daniels,43,43,1085,1121,2206,240.316666666667,232.733333333333,473.05,478,476,476,990,1047,91.2442396313364,-57,-42
1626168,Trey Lyles,Trey Lyles,80,80,3007,3014,6021,725.716666666667,653.716666666667,1379.43333333333,1383,1382,1382,2701,2759,89.8237445959428,-58,-45
201589,Darrell Arthur,Darrell Arthur,70,70,3530,3529,7059,755.866666666667,757.883333333333,1513.75,1517,1516,1516,3147,3206,89.1501416430595,-59,-52
202696,Nikola Vucevic,Nikola Vucevic,65,65,4711,4631,9342,1025.23333333333,1006.95,2032.18333333333,2038,2037,2037,4295,4354,91.1696030566759,-59,-46
101138,Brandon Bass,Brandon Bass,66,66,3124,3118,6242,674.733333333333,667.283333333333,1342.01666666667,1342,1342,1342,2874,2934,91.9974391805378,-60,-20
1626161,Willie Cauley-Stein,Willie Cauley-Stein,66,66,3387,3401,6788,682.266666666667,721.933333333333,1404.2,1411,1412,1412,3128,3188,92.3531148509005,-60,-78
1897,Metta World Peace,Metta World Peace,35,35,1360,1334,2694,295.316666666667,295.25,590.566666666667,588,590,590,1145,1207,84.1911764705882,-62,-64
1626167,Myles Turner,Myles Turner,60,60,3170,3270,6440,677.816666666667,689.833333333333,1367.65,1367,1367,1367,2827,2889,89.1798107255521,-62,-68
2734,Devin Harris,Devin Harris,64,64,2949,3041,5990,658.5,621.016666666667,1279.51666666667,1277,1280,1280,2672,2736,90.606985418786,-64,-87
203493,Reggie Bullock,Reggie Bullock,37,37,991,943,1934,217.85,210.883333333333,428.733333333333,427,429,429,877,942,88.4964682139253,-65,-58
1627362,Briante Weber,Briante Weber,7,7,432,372,804,91.0833333333333,76.3166666666667,167.4,170,169,169,328,393,75.9259259259259,-65,-67
2207,Joe Johnson,Joe Johnson,81,81,6122,6108,12230,1372.11666666667,1322.13333333333,2694.25,2703,2703,2703,5704,5770,93.172165958837,-66,-57
200770,Jordan Farmar,Jordan Farmar,12,12,685,648,1333,146.666666666667,142.25,288.916666666667,291,291,291,579,645,84.5255474452555,-66,-64
201563,Michael Beasley,Michael Beasley,20,20,887,895,1782,169.616666666667,193.816666666667,363.433333333333,360,363,363,773,839,87.1476888387824,-66,-68
202706,Jordan Hamilton,Jordan Hamilton,11,11,700,703,1403,149.783333333333,152.316666666667,302.1,305,304,304,648,714,92.5714285714286,-66,-64
203952,Andrew Wiggins,Andrew Wiggins,81,81,6593,6591,13184,1409.75,1430.26666666667,2840.01666666667,2843,2845,2845,6123,6189,92.871227059002,-66,-68
2200,Pau Gasol,Pau Gasol,72,72,5308,5420,10728,1148.15,1139.61666666667,2287.76666666667,2295,2291,2291,4800,4867,90.4295403165034,-67,-3
2581,Steve Blake,Steve Blake,58,58,2293,2217,4510,500.55,486.416666666667,986.966666666667,987,986,986,1997,2064,87.0911469690362,-67,-52
201581,JJ Hickson,J.J. Hickson,35,35,1055,1047,2102,219.866666666667,216.816666666667,436.683333333333,437,436,436,891,958,84.4549763033175,-67,-59
201196,Ramon Sessions,Ramon Sessions,82,82,3914,3950,7864,794.583333333333,872.35,1666.93333333333,1667,1667,1667,3583,3652,91.543178334185,-69,-54
1626158,Richaun Holmes,Richaun Holmes,51,51,1675,1693,3368,350.933333333333,348.783333333333,699.716666666667,702,702,702,1521,1590,90.8059701492537,-69,-53
203100,Tony Wroten,Tony Wroten,8,8,355,354,709,70.6166666666667,73.7666666666667,144.383333333333,145,144,144,264,334,74.3661971830986,-70,-68
203898,Tyler Ennis,Tyler Ennis,46,46,1492,1501,2993,328.866666666667,328.483333333333,657.35,657,654,654,1305,1375,87.4664879356569,-70,-70
203901,Elfrid Payton,Elfrid Payton,73,73,5030,4935,9965,1058.68333333333,1078.6,2137.28333333333,2144,2145,2145,4505,4575,89.5626242544732,-70,-72
203932,Aaron Gordon,Aaron Gordon,78,78,4355,4351,8706,915.733333333333,946.066666666667,1861.8,1861,1863,1863,3939,4010,90.4477611940299,-71,-73
