id_player,rapm,prefix
203110,3.65290179701152,o
2544,3.13693739081855,o
101108,3.02459256364704,o
202704,2.95312517585095,o
101138,2.82420233947587,o
201142,2.68446192739323,o
202083,2.63628780080001,o
201939,2.63279911749132,o
201144,2.55224028969392,o
202695,2.50187789183675,o
2225,2.45115380003233,o
204456,2.44375291665453,o
203084,2.43443633044968,o
201937,2.27274041324674,o
202703,2.23513762927571,o
202335,2.2142282057872,o
201950,2.16009754709274,o
202691,2.11816965752817,o
203476,2.10373709085886,o
202388,2.08497470242523,o
200755,2.07989372666697,o
101123,2.06173821085912,o
1626161,2.05222892490807,o
201575,2.00669933079556,o
202681,1.97697008950992,o
202685,1.97249084700143,o
2594,1.97054340192433,o
202738,1.95798578387944,o
101112,1.90313469268295,o
203506,1.88322982575928,o
203141,1.82440645221083,o
201567,1.80387248762422,o
201569,1.80140027455628,o
201566,1.77313136324441,o
203079,1.75693654304156,o
202498,1.73257268909251,o
200768,1.72571424537509,o
2403,1.72214199516088,o
202322,1.59990099109587,o
201980,1.58594886196691,o
1938,1.57515587421325,o
201143,1.57507904919973,o
2546,1.56116866450475,o
201935,1.55543040190079,o
200746,1.5145676637308,o
202340,1.46620628839708,o
2561,1.45630469181849,o
201942,1.41249001619599,o
202718,1.39522799771623,o
201588,1.38714104041718,o
203521,1.38565788086743,o
203937,1.3330016668007,o
203526,1.32877357992278,o
202694,1.30281235529496,o
977,1.28800301669735,o
201587,1.28258733794182,o
203499,1.26873999144311,o
2747,1.21272763399335,o
203114,1.16903463739581,o
202697,1.16166543528841,o
2564,1.14142926861672,o
201584,1.12352852037537,o
203095,1.12190366533649,o
202339,1.11951302378459,o
203086,1.05665391043505,o
1717,1.05524122066037,o
201145,1.0459324403679,o
201962,1.00602446447658,o
2419,0.994402388124744,o
202330,0.993299809222789,o
201571,0.98127157375295,o
101181,0.978126574708802,o
2547,0.973975999227654,o
203490,0.963277317094274,o
1891,0.91319679115695,o
203081,0.907677557178329,o
201596,0.907320069640887,o
2207,0.887601924101359,o
203463,0.866075832078698,o
101162,0.858289142810586,o
202683,0.851746014842158,o
201599,0.840334730794374,o
203952,0.829695335547611,o
201167,0.821059380478584,o
202324,0.797432975319563,o
203087,0.771681710333483,o
201988,0.761334032649492,o
202720,0.757857986104288,o
2571,0.755171187055266,o
201956,0.708252005808935,o
101107,0.693060005329607,o
202391,0.692331019919732,o
101161,0.681895246859189,o
200794,0.666816226440274,o
201609,0.625867358757218,o
1718,0.620669587884506,o
1626164,0.609829146369206,o
203999,0.609412598367598,o
203471,0.606421034734062,o
201977,0.583147682150288,o
203078,0.570394952265423,o
203486,0.556864360944384,o
202688,0.549332345320485,o
203469,0.531318632274446,o
200752,0.500803667749791,o
200826,0.500153255776357,o
201160,0.477235509030494,o
201166,0.476645473044847,o
1626144,0.467782157008005,o
202331,0.465218606470699,o
202397,0.459902281116229,o
203138,0.43430934171815,o
201954,0.423693523517761,o
200751,0.411096350965563,o
202344,0.407839038890518,o
203085,0.394650437999595,o
201583,0.365942982604834,o
203903,0.362802627186815,o
101109,0.330614499399836,o
2733,0.314796352496555,o
202696,0.310581977316091,o
203459,0.310282695557011,o
202328,0.294557842207816,o
1626159,0.293378771395848,o
101139,0.291864848508796,o
1495,0.286692568742449,o
1626171,0.230663921629807,o
202710,0.230221125804026,o
202708,0.222998853106758,o
203109,0.216397490316009,o
203933,0.214227523629717,o
201572,0.213595454774905,o
203090,0.207947578571506,o
201976,0.192856933605825,o
201601,0.144417298996557,o
203497,0.120933240917368,o
203914,0.108206266771262,o
2216,0.106179982773927,o
101150,0.100619481257887,o
201586,0.0962609719086662,o
204001,0.067593954266734,o
204060,0.0275540262953703,o
203460,-0.0259226898445987,o
201585,-0.0426924989419152,o
2037,-0.058606106023077,o
203082,-0.0599352202992204,o
2736,-0.0616485743600281,o
201162,-0.0640919508643753,o
203468,-0.0725964875080336,o
203382,-0.0790396626137496,o
202325,-0.0947029395269834,o
1626157,-0.14080985656023,o
201945,-0.155423969910326,o
202730,-0.164495631266983,o
202682,-0.172116635190457,o
203503,-0.186798582229382,o
101133,-0.2329582005781,o
2754,-0.233017387591968,o
203115,-0.237261417754001,o
203076,-0.276051212312157,o
2738,-0.282542348930411,o
203462,-0.28685293574549,o
204038,-0.300040453071452,o
202734,-0.3296743888034,o
203918,-0.342047261024346,o
2755,-0.346024470375189,o
203496,-0.348156724089687,o
202689,-0.361089167918693,o
201188,-0.375486649500146,o
101114,-0.381821830739154,o
202355,-0.393551424810384,o
202699,-0.400747401280741,o
201577,-0.401914241394496,o
201196,-0.438609887734061,o
201589,-0.46480013032419,o
203935,-0.470075651843381,o
203507,-0.494762031944664,o
201967,-0.50374426558387,o
202334,-0.507318247705277,o
1626209,-0.508827090180861,o
202684,-0.516111839779618,o
202362,-0.546696278021352,o
203897,-0.566415375465821,o
2548,-0.575283742950006,o
201155,-0.581614458491093,o
200757,-0.58298594584574,o
203960,-0.588583608120294,o
202702,-0.60210713656178,o
202087,-0.618921907836159,o
202326,-0.637521128799389,o
203484,-0.663224995922669,o
203482,-0.665990029531302,o
1626163,-0.68975170883434,o
203917,-0.698259993318295,o
1626156,-0.712804606035375,o
201959,-0.713715362104645,o
203926,-0.714254875740408,o
200765,-0.731153972568439,o
200782,-0.732121789086315,o
201973,-0.734430831477611,o
2200,-0.736654949394399,o
202389,-0.761726774103124,o
2440,-0.77775531789921,o
201147,-0.798855447572816,o
2772,-0.802179549613433,o
201933,-0.819970413727651,o
101106,-0.844401848194883,o
101145,-0.851250304711929,o
202323,-0.85638314347669,o
202709,-0.867083746370652,o
203944,-0.884973600574221,o
203096,-0.927830363293653,o
1626167,-0.946810004286521,o
2449,-0.954330913202924,o
201941,-0.976165716719397,o
201568,-0.998025725584738,o
2734,-0.998149996488794,o
202329,-0.998965518620705,o
201229,-0.999990638628984,o
203991,-1.01373084062896,o
2210,-1.03939018231117,o
201952,-1.04683847988915,o
203924,-1.05339229142317,o
2585,-1.07884305769275,o
203500,-1.08890116340233,o
202066,-1.12471493790195,o
201565,-1.14439450799332,o
203932,-1.15261621158878,o
202711,-1.15665488715637,o
101141,-1.17453556703213,o
203487,-1.20244150021262,o
2730,-1.2111910458686,o
203145,-1.22615527475828,o
203083,-1.24170526790633,o
1626168,-1.25200144108448,o
203210,-1.29293372587974,o
202687,-1.29800863645479,o
203901,-1.31143368935375,o
1626204,-1.34293089385412,o
203504,-1.35662271974154,o
202693,-1.36379324429907,o
1626170,-1.416032734506,o
203118,-1.48117834080292,o
203498,-1.49326401296594,o
201564,-1.68953500739534,o
1626169,-1.70342201670571,o
201152,-1.75426094738087,o
203953,-1.76872355491936,o
201573,-1.77747926152178,o
201951,-1.78098973644003,o
201579,-1.88159740389882,o
203943,-1.92643966027242,o
1626143,-2.03711459271942,o
203477,-2.16097762525933,o
201158,-2.2611793727681,o
203458,-2.31684770582156,o
203798,-2.34641560956061,o
101179,-2.36700947712406,o
203457,-2.40179087088481,o
201961,-3.1608270562797,o
201600,-3.16468350356584,o
2199,-4.06437103459762,o
