id_player,rapm,prefix
201575,2.49911579342318,d
101141,2.2567673545009,d
203462,1.84173187916862,d
203944,1.84074312056503,d
203382,1.60816282779195,d
203498,1.60485993083081,d
977,1.52263521597635,d
2755,1.43910113995119,d
201579,1.31901789798505,d
201967,1.31864883941492,d
201577,1.17604675202631,d
202688,1.16100073238492,d
203903,1.14261324541791,d
1626171,1.11225477682397,d
203897,1.08950064295422,d
202681,1.08847424544639,d
203917,1.08099328252768,d
203076,1.08074962179098,d
202083,1.06336587688588,d
101150,1.05907331394028,d
203078,1.05905239954851,d
203081,1.03679504423125,d
203141,1.03355343183907,d
200765,1.01530305857558,d
2548,0.961240044780851,d
201229,0.919960640266244,d
203933,0.914144907360192,d
201167,0.878648004952032,d
200826,0.829993435527912,d
202388,0.829898285214872,d
203798,0.829616719231548,d
201962,0.797564524756501,d
202685,0.79109724367385,d
2199,0.774839181954007,d
203499,0.774099816585806,d
203095,0.767714650705624,d
1626164,0.761859961686692,d
202696,0.749078227229765,d
202693,0.745509725823753,d
201565,0.738413004838428,d
200752,0.736052121634792,d
201600,0.734436008863535,d
202708,0.715416964670805,d
202702,0.683335820856728,d
201950,0.667257655563419,d
202682,0.658295960772137,d
1626144,0.657991696713167,d
203460,0.649241097336957,d
2747,0.643895637649114,d
201583,0.63298981984987,d
203486,0.623715813749928,d
201585,0.611218726552777,d
202704,0.60829442220798,d
101181,0.592758018743174,d
201196,0.582505507372007,d
201573,0.568805820245025,d
203507,0.547754615436653,d
2546,0.540234063148978,d
203459,0.51874129013704,d
1891,0.516661978075647,d
201942,0.471965040658535,d
204456,0.465967485080785,d
200782,0.448449456879847,d
203914,0.442998684644658,d
1626157,0.439701781925459,d
2772,0.425881660480967,d
2585,0.422577796092338,d
203115,0.404496945045764,d
203458,0.398577958421992,d
202326,0.390240858476761,d
201152,0.382173131644964,d
204060,0.377365114535414,d
203477,0.37158926203258,d
203490,0.369965355840353,d
201954,0.349259962910485,d
1626163,0.347360291994449,d
1626143,0.338358447249417,d
201935,0.326404617473448,d
2216,0.321222245466209,d
202684,0.317443658386143,d
204038,0.314544772839196,d
203952,0.309626132538645,d
202397,0.297504368694012,d
202328,0.291131268221431,d
1626168,0.277763088296996,d
1626170,0.265144283083918,d
2207,0.249171190226197,d
1626156,0.249032380244358,d
202322,0.217251374687351,d
201568,0.215206630068909,d
2571,0.20526305865618,d
202694,0.205174004229479,d
101162,0.204616677524533,d
201933,0.198608373837133,d
203926,0.193978959168372,d
2403,0.189674701403949,d
200746,0.186833694730472,d
202738,0.184896641557976,d
201951,0.180179383661213,d
203463,0.156334738975211,d
1718,0.137290587055102,d
201160,0.136374778837856,d
2210,0.12929056389044,d
