v1,primary_key,game_date,game_sequence,game_id,game_status_id,game_status_text,game_code,home_team_id,away_team_id,season_year,live_period,live_pc_time,broadcaster,live_period_time_broadcast,wh_status,dt,season,season_type
621,21700622,2018-01-12T00:00:00,5,21700622,3,Final,20180112/GSWMIL,1610612749,1610612744,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
622,21700623,2018-01-12T00:00:00,6,21700623,3,Final,20180112/NYKMIN,1610612750,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
623,21700624,2018-01-12T00:00:00,7,21700624,3,Final,20180112/PORNOP,1610612740,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
624,21700625,2018-01-12T00:00:00,8,21700625,3,Final,20180112/MEMDEN,1610612743,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
625,21700626,2018-01-12T00:00:00,9,21700626,3,Final,20180112/HOUPHX,1610612756,1610612745,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
626,21700627,2018-01-13T00:00:00,1,21700627,3,Final,20180113/LALDAL,1610612742,1610612747,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
627,21700628,2018-01-13T00:00:00,2,21700628,3,Final,20180113/SACLAC,1610612746,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
628,21700629,2018-01-13T00:00:00,3,21700629,3,Final,20180113/OKCCHA,1610612766,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
629,21700630,2018-01-13T00:00:00,4,21700630,3,Final,20180113/BKNWAS,1610612764,1610612751,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
630,21700631,2018-01-13T00:00:00,5,21700631,3,Final,20180113/GSWTOR,1610612761,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
631,21700632,2018-01-13T00:00:00,6,21700632,3,Final,20180113/DETCHI,1610612741,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
632,21700633,2018-01-13T00:00:00,7,21700633,3,Final,20180113/DENSAS,1610612759,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
633,21700634,2018-01-14T00:00:00,1,21700634,3,Final,20180114/MILMIA,1610612748,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
634,21700635,2018-01-14T00:00:00,2,21700635,3,Final,20180114/NOPNYK,1610612752,1610612740,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
635,21700636,2018-01-14T00:00:00,3,21700636,3,Final,20180114/INDPHX,1610612756,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
636,21700637,2018-01-14T00:00:00,4,21700637,3,Final,20180114/PORMIN,1610612750,1610612757,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
637,21700638,2018-01-15T00:00:00,1,21700638,3,Final,20180115/CHADET,1610612765,1610612766,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
638,21700639,2018-01-15T00:00:00,2,21700639,3,Final,20180115/TORPHI,1610612755,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
639,21700640,2018-01-15T00:00:00,3,21700640,3,Final,20180115/MILWAS,1610612764,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
640,21700641,2018-01-15T00:00:00,4,21700641,3,Final,20180115/SASATL,1610612737,1610612759,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
641,21700642,2018-01-15T00:00:00,5,21700642,3,Final,20180115/NYKBKN,1610612751,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
642,21700643,2018-01-15T00:00:00,8,21700643,3,Final,20180115/SACOKC,1610612760,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
643,21700644,2018-01-15T00:00:00,6,21700644,3,Final,20180115/MIACHI,1610612741,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
644,21700645,2018-01-15T00:00:00,7,21700645,3,Final,20180115/LALMEM,1610612763,1610612747,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
645,21700646,2018-01-15T00:00:00,9,21700646,3,Final,20180115/GSWCLE,1610612739,1610612744,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
646,21700647,2018-01-15T00:00:00,10,21700647,3,Final,20180115/INDUTA,1610612762,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
647,21700648,2018-01-15T00:00:00,11,21700648,3,Final,20180115/HOULAC,1610612746,1610612745,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
648,21700649,2018-01-16T00:00:00,1,21700649,3,Final,20180116/MINORL,1610612753,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
649,21700650,2018-01-16T00:00:00,2,21700650,3,Final,20180116/NOPBOS,1610612738,1610612740,2017,5,,NBA TV,Q5       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
650,21700651,2018-01-16T00:00:00,3,21700651,3,Final,20180116/DALDEN,1610612743,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
651,21700652,2018-01-16T00:00:00,4,21700652,3,Final,20180116/PHXPOR,1610612757,1610612756,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
652,21700653,2018-01-17T00:00:00,1,21700653,3,Final,20180117/WASCHA,1610612766,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
653,21700654,2018-01-17T00:00:00,2,21700654,3,Final,20180117/NOPATL,1610612737,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
654,21700655,2018-01-17T00:00:00,3,21700655,3,Final,20180117/SASBKN,1610612751,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
655,21700656,2018-01-17T00:00:00,4,21700656,3,Final,20180117/DETTOR,1610612761,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
656,21700657,2018-01-17T00:00:00,5,21700657,3,Final,20180117/GSWCHI,1610612741,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
657,21700658,2018-01-17T00:00:00,6,21700658,3,Final,20180117/NYKMEM,1610612763,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
658,21700659,2018-01-17T00:00:00,7,21700659,3,Final,20180117/MIAMIL,1610612749,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
659,21700660,2018-01-17T00:00:00,8,21700660,3,Final,20180117/LALOKC,1610612760,1610612747,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
660,21700661,2018-01-17T00:00:00,9,21700661,3,Final,20180117/UTASAC,1610612758,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
661,21700662,2018-01-17T00:00:00,10,21700662,3,Final,20180117/DENLAC,1610612746,1610612743,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
662,21700663,2018-01-18T00:00:00,1,21700663,3,Final,20180118/PHIBOS,1610612738,1610612755,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
663,21700664,2018-01-18T00:00:00,2,21700664,3,Final,20180118/ORLCLE,1610612739,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
664,21700665,2018-01-18T00:00:00,3,21700665,3,Final,20180118/MINHOU,1610612745,1610612750,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
665,21700666,2018-01-18T00:00:00,4,21700666,3,Final,20180118/INDPOR,1610612757,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
666,21700667,2018-01-19T00:00:00,1,21700667,3,Final,20180119/SASTOR,1610612761,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
667,21700668,2018-01-19T00:00:00,2,21700668,3,Final,20180119/MIABKN,1610612751,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
668,21700669,2018-01-19T00:00:00,3,21700669,3,Final,20180119/WASDET,1610612765,1610612764,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
669,21700670,2018-01-19T00:00:00,4,21700670,3,Final,20180119/SACMEM,1610612763,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
670,21700671,2018-01-19T00:00:00,5,21700671,3,Final,20180119/PHXDEN,1610612743,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
671,21700672,2018-01-19T00:00:00,6,21700672,3,Final,20180119/NYKUTA,1610612762,1610612752,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
672,21700673,2018-01-19T00:00:00,7,21700673,3,Final,20180119/INDLAL,1610612747,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
673,21700674,2018-01-20T00:00:00,1,21700674,3,Final,20180120/OKCCLE,1610612739,1610612760,2017,4,,ABC,Q4       - ABC,1,2018-04-13T22:39:11.529,2017-18,Regular Season
674,21700675,2018-01-20T00:00:00,2,21700675,3,Final,20180120/CHIATL,1610612737,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
675,21700676,2018-01-20T00:00:00,3,21700676,3,Final,20180120/MIACHA,1610612766,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
676,21700677,2018-01-20T00:00:00,4,21700677,3,Final,20180120/MEMNOP,1610612740,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
677,21700678,2018-01-20T00:00:00,5,21700678,3,Final,20180120/MILPHI,1610612755,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
678,21700679,2018-01-20T00:00:00,6,21700679,3,Final,20180120/GSWHOU,1610612745,1610612744,2017,4,,ABC,Q4       - ABC,1,2018-04-13T22:39:11.529,2017-18,Regular Season
679,21700680,2018-01-20T00:00:00,7,21700680,3,Final,20180120/TORMIN,1610612750,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
680,21700681,2018-01-20T00:00:00,8,21700681,3,Final,20180120/LACUTA,1610612762,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
681,21700682,2018-01-20T00:00:00,9,21700682,3,Final,20180120/DALPOR,1610612757,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
682,21700683,2018-01-21T00:00:00,1,21700683,3,Final,20180121/ORLBOS,1610612738,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
683,21700684,2018-01-21T00:00:00,2,21700684,3,Final,20180121/NYKLAL,1610612747,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
684,21700685,2018-01-21T00:00:00,3,21700685,3,Final,20180121/BKNDET,1610612765,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
685,21700686,2018-01-21T00:00:00,4,21700686,3,Final,20180121/INDSAS,1610612759,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
686,21700687,2018-01-22T00:00:00,1,21700687,3,Final,20180122/SACCHA,1610612766,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
687,21700688,2018-01-22T00:00:00,2,21700688,3,Final,20180122/UTAATL,1610612737,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
688,21700689,2018-01-22T00:00:00,3,21700689,3,Final,20180122/MIAHOU,1610612745,1610612748,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
689,21700690,2018-01-22T00:00:00,4,21700690,3,Final,20180122/PHIMEM,1610612763,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
690,21700691,2018-01-22T00:00:00,5,21700691,3,Final,20180122/PHXMIL,1610612749,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
691,21700692,2018-01-22T00:00:00,6,21700692,3,Final,20180122/CHINOP,1610612740,1610612741,2017,6,,"",Q6       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
692,21700693,2018-01-22T00:00:00,7,21700693,3,Final,20180122/WASDAL,1610612742,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
693,21700694,2018-01-22T00:00:00,8,21700694,3,Final,20180122/PORDEN,1610612743,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
694,21700695,2018-01-22T00:00:00,9,21700695,3,Final,20180122/MINLAC,1610612746,1610612750,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
695,21700696,2018-01-23T00:00:00,1,21700696,3,Final,20180123/SACORL,1610612753,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
696,21700697,2018-01-23T00:00:00,2,21700697,3,Final,20180123/BKNOKC,1610612760,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
697,21700698,2018-01-23T00:00:00,3,21700698,3,Final,20180123/CLESAS,1610612759,1610612739,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
698,21700699,2018-01-23T00:00:00,4,21700699,3,Final,20180123/NYKGSW,1610612744,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
699,21700700,2018-01-23T00:00:00,5,21700700,3,Final,20180123/BOSLAL,1610612747,1610612738,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
700,21700701,2018-01-24T00:00:00,1,21700701,3,Final,20180124/NOPCHA,1610612766,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
701,21700702,2018-01-24T00:00:00,2,21700702,3,Final,20180124/UTADET,1610612765,1610612762,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
702,21700703,2018-01-24T00:00:00,3,21700703,3,Final,20180124/PHXIND,1610612754,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
703,21700704,2018-01-24T00:00:00,4,21700704,3,Final,20180124/CHIPHI,1610612755,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
704,21700705,2018-01-24T00:00:00,5,21700705,3,Final,20180124/TORATL,1610612737,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
705,21700706,2018-01-24T00:00:00,6,21700706,3,Final,20180124/HOUDAL,1610612742,1610612745,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
706,21700707,2018-01-24T00:00:00,7,21700707,3,Final,20180124/SASMEM,1610612763,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
707,21700708,2018-01-24T00:00:00,8,21700708,3,Final,20180124/MINPOR,1610612757,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
708,21700709,2018-01-24T00:00:00,9,21700709,3,Final,20180124/BOSLAC,1610612746,1610612738,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
709,21700710,2018-01-25T00:00:00,1,21700710,3,Final,20180125/SACMIA,1610612748,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
710,21700711,2018-01-25T00:00:00,2,21700711,3,Final,20180125/WASOKC,1610612760,1610612764,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
711,21700712,2018-01-25T00:00:00,3,21700712,3,Final,20180125/NYKDEN,1610612743,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
712,21700713,2018-01-25T00:00:00,4,21700713,3,Final,20180125/MINGSW,1610612744,1610612750,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
713,21700714,2018-01-26T00:00:00,1,21700714,3,Final,20180126/ATLCHA,1610612766,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
714,21700715,2018-01-26T00:00:00,2,21700715,3,Final,20180126/INDCLE,1610612739,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
715,21700716,2018-01-26T00:00:00,3,21700716,3,Final,20180126/UTATOR,1610612761,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
716,21700717,2018-01-26T00:00:00,4,21700717,3,Final,20180126/LALCHI,1610612741,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
717,21700718,2018-01-26T00:00:00,5,21700718,3,Final,20180126/LACMEM,1610612763,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
718,21700719,2018-01-26T00:00:00,6,21700719,3,Final,20180126/BKNMIL,1610612749,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
719,21700720,2018-01-26T00:00:00,7,21700720,3,Final,20180126/HOUNOP,1610612740,1610612745,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
720,21700721,2018-01-26T00:00:00,8,21700721,3,Final,20180126/PORDAL,1610612742,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
721,21700722,2018-01-26T00:00:00,9,21700722,3,Final,20180126/PHISAS,1610612759,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
722,21700723,2018-01-26T00:00:00,10,21700723,3,Final,20180126/NYKPHX,1610612756,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
723,21700724,2018-01-27T00:00:00,1,21700724,3,Final,20180127/OKCDET,1610612765,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
724,21700725,2018-01-27T00:00:00,2,21700725,3,Final,20180127/ORLIND,1610612754,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
725,21700726,2018-01-27T00:00:00,3,21700726,3,Final,20180127/WASATL,1610612737,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
726,21700727,2018-01-27T00:00:00,4,21700727,3,Final,20180127/CHAMIA,1610612748,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
727,21700728,2018-01-27T00:00:00,5,21700728,3,Final,20180127/BOSGSW,1610612744,1610612738,2017,4,,ABC,Q4       - ABC,1,2018-04-13T22:39:11.529,2017-18,Regular Season
728,21700729,2018-01-27T00:00:00,6,21700729,3,Final,20180127/BKNMIN,1610612750,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
729,21700730,2018-01-27T00:00:00,7,21700730,3,Final,20180127/DALDEN,1610612743,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
730,21700731,2018-01-28T00:00:00,1,21700731,3,Final,20180128/MILCHI,1610612741,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
731,21700732,2018-01-28T00:00:00,2,21700732,3,Final,20180128/PHXHOU,1610612745,1610612756,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
732,21700733,2018-01-28T00:00:00,3,21700733,3,Final,20180128/LACNOP,1610612740,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
733,21700734,2018-01-28T00:00:00,4,21700734,3,Final,20180128/DETCLE,1610612739,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
734,21700735,2018-01-28T00:00:00,5,21700735,3,Final,20180128/LALTOR,1610612761,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
735,21700736,2018-01-28T00:00:00,6,21700736,3,Final,20180128/PHIOKC,1610612760,1610612755,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
736,21700737,2018-01-28T00:00:00,7,21700737,3,Final,20180128/SACSAS,1610612759,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
737,21700738,2018-01-29T00:00:00,1,21700738,3,Final,20180129/CHAIND,1610612754,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
738,21700739,2018-01-29T00:00:00,2,21700739,3,Final,20180129/MINATL,1610612737,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
739,21700740,2018-01-29T00:00:00,3,21700740,3,Final,20180129/PHXMEM,1610612763,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
740,21700741,2018-01-29T00:00:00,4,21700741,3,Final,20180129/PHIMIL,1610612749,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
741,21700742,2018-01-29T00:00:00,5,21700742,3,Final,20180129/MIADAL,1610612742,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
742,21700743,2018-01-29T00:00:00,6,21700743,3,Final,20180129/BOSDEN,1610612743,1610612738,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
743,21700744,2018-01-30T00:00:00,1,21700744,3,Final,20180130/OKCWAS,1610612764,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
744,21700745,2018-01-30T00:00:00,2,21700745,3,Final,20180130/BKNNYK,1610612752,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
745,21700746,2018-01-30T00:00:00,3,21700746,3,Final,20180130/MINTOR,1610612761,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
746,21700747,2018-01-30T00:00:00,4,21700747,3,Final,20180130/CLEDET,1610612765,1610612739,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
747,21700748,2018-01-30T00:00:00,5,21700748,3,Final,20180130/ORLHOU,1610612745,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
748,21700749,2018-01-30T00:00:00,6,21700749,3,Final,20180130/SACNOP,1610612740,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
749,21700750,2018-01-30T00:00:00,7,21700750,3,Final,20180130/DENSAS,1610612759,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
750,21700751,2018-01-30T00:00:00,8,21700751,3,Final,20180130/GSWUTA,1610612762,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
751,21700752,2018-01-30T00:00:00,9,21700752,3,Final,20180130/PORLAC,1610612746,1610612757,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
752,21700753,2018-01-31T00:00:00,1,21700753,3,Final,20180131/MEMIND,1610612754,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
753,21700754,2018-01-31T00:00:00,2,21700754,3,Final,20180131/LALORL,1610612753,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
754,21700755,2018-01-31T00:00:00,3,21700755,3,Final,20180131/CHAATL,1610612737,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
755,21700756,2018-01-31T00:00:00,4,21700756,3,Final,20180131/PHIBKN,1610612751,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
756,21700757,2018-01-31T00:00:00,5,21700757,3,Final,20180131/MIACLE,1610612739,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
757,21700758,2018-01-31T00:00:00,6,21700758,3,Final,20180131/NYKBOS,1610612738,1610612752,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
758,21700759,2018-01-31T00:00:00,7,21700759,3,Final,20180131/CHIPOR,1610612757,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
759,21700760,2018-01-31T00:00:00,8,21700760,3,Final,20180131/DALPHX,1610612756,1610612742,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
760,21700761,2018-02-01T00:00:00,1,21700761,3,Final,20180201/MEMDET,1610612765,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
761,21700762,2018-02-01T00:00:00,2,21700762,3,Final,20180201/TORWAS,1610612764,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
762,21700763,2018-02-01T00:00:00,3,21700763,3,Final,20180201/MILMIN,1610612750,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
763,21700764,2018-02-01T00:00:00,4,21700764,3,Final,20180201/HOUSAS,1610612759,1610612745,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
764,21700765,2018-02-01T00:00:00,5,21700765,3,Final,20180201/OKCDEN,1610612743,1610612760,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
765,21700766,2018-02-02T00:00:00,1,21700766,3,Final,20180202/INDCHA,1610612766,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
766,21700767,2018-02-02T00:00:00,2,21700767,3,Final,20180202/ATLBOS,1610612738,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
767,21700768,2018-02-02T00:00:00,3,21700768,3,Final,20180202/LALBKN,1610612751,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
