v1,primary_key,game_date,game_sequence,game_id,game_status_id,game_status_text,game_code,home_team_id,away_team_id,season_year,live_period,live_pc_time,broadcaster,live_period_time_broadcast,wh_status,dt,season,season_type
0,21700001,2017-10-17T00:00:00,1,21700001,3,Final,20171017/BOSCLE,1610612739,1610612738,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
1,21700002,2017-10-17T00:00:00,2,21700002,3,Final,20171017/HOUGSW,1610612744,1610612745,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
2,21700003,2017-10-18T00:00:00,1,21700003,3,Final,20171018/CHADET,1610612765,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
3,21700004,2017-10-18T00:00:00,2,21700004,3,Final,20171018/BKNIND,1610612754,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
4,21700005,2017-10-18T00:00:00,3,21700005,3,Final,20171018/MIAORL,1610612753,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
5,21700006,2017-10-18T00:00:00,4,21700006,3,Final,20171018/PHIWAS,1610612764,1610612755,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
6,21700007,2017-10-18T00:00:00,5,21700007,3,Final,20171018/MILBOS,1610612738,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
7,21700008,2017-10-18T00:00:00,6,21700008,3,Final,20171018/NOPMEM,1610612763,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
8,21700009,2017-10-18T00:00:00,7,21700009,3,Final,20171018/ATLDAL,1610612742,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
9,21700010,2017-10-18T00:00:00,8,21700010,3,Final,20171018/DENUTA,1610612762,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
10,21700011,2017-10-18T00:00:00,9,21700011,3,Final,20171018/MINSAS,1610612759,1610612750,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
11,21700012,2017-10-18T00:00:00,10,21700012,3,Final,20171018/PORPHX,1610612756,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
12,21700013,2017-10-18T00:00:00,11,21700013,3,Final,20171018/HOUSAC,1610612758,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
13,21700014,2017-10-19T00:00:00,1,21700014,3,Final,20171019/CHITOR,1610612761,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
14,21700015,2017-10-19T00:00:00,2,21700015,3,Final,20171019/NYKOKC,1610612760,1610612752,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
15,21700016,2017-10-19T00:00:00,3,21700016,3,Final,20171019/LACLAL,1610612747,1610612746,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
16,21700017,2017-10-20T00:00:00,1,21700017,3,Final,20171020/ATLCHA,1610612766,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
17,21700018,2017-10-20T00:00:00,2,21700018,3,Final,20171020/PORIND,1610612754,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
18,21700019,2017-10-20T00:00:00,3,21700019,3,Final,20171020/BOSPHI,1610612755,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
19,21700020,2017-10-20T00:00:00,4,21700020,3,Final,20171020/DETWAS,1610612764,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
20,21700021,2017-10-20T00:00:00,5,21700021,3,Final,20171020/CLEMIL,1610612749,1610612739,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
21,21700022,2017-10-20T00:00:00,6,21700022,3,Final,20171020/ORLBKN,1610612751,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
22,21700023,2017-10-20T00:00:00,7,21700023,3,Final,20171020/UTAMIN,1610612750,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
23,21700024,2017-10-20T00:00:00,8,21700024,3,Final,20171020/SACDAL,1610612742,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
24,21700025,2017-10-20T00:00:00,9,21700025,3,Final,20171020/GSWNOP,1610612740,1610612744,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
25,21700026,2017-10-20T00:00:00,10,21700026,3,Final,20171020/LALPHX,1610612756,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
26,21700027,2017-10-21T00:00:00,1,21700027,3,Final,20171021/PHITOR,1610612761,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
27,21700028,2017-10-21T00:00:00,2,21700028,3,Final,20171021/ORLCLE,1610612739,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
28,21700029,2017-10-21T00:00:00,3,21700029,3,Final,20171021/INDMIA,1610612748,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
29,21700030,2017-10-21T00:00:00,4,21700030,3,Final,20171021/DETNYK,1610612752,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
30,21700031,2017-10-21T00:00:00,5,21700031,3,Final,20171021/SASCHI,1610612741,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
31,21700032,2017-10-21T00:00:00,6,21700032,3,Final,20171021/DALHOU,1610612745,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
32,21700033,2017-10-21T00:00:00,7,21700033,3,Final,20171021/GSWMEM,1610612763,1610612744,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
33,21700034,2017-10-21T00:00:00,8,21700034,3,Final,20171021/PORMIL,1610612749,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
34,21700035,2017-10-21T00:00:00,9,21700035,3,Final,20171021/SACDEN,1610612743,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
35,21700036,2017-10-21T00:00:00,10,21700036,3,Final,20171021/OKCUTA,1610612762,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
36,21700037,2017-10-21T00:00:00,11,21700037,3,Final,20171021/PHXLAC,1610612746,1610612756,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
37,21700038,2017-10-22T00:00:00,1,21700038,3,Final,20171022/ATLBKN,1610612751,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
38,21700039,2017-10-22T00:00:00,2,21700039,3,Final,20171022/MINOKC,1610612760,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
39,21700040,2017-10-22T00:00:00,3,21700040,3,Final,20171022/NOPLAL,1610612747,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
40,21700041,2017-10-23T00:00:00,1,21700041,3,Final,20171023/PHIDET,1610612765,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
41,21700042,2017-10-23T00:00:00,2,21700042,3,Final,20171023/ATLMIA,1610612748,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
42,21700043,2017-10-23T00:00:00,3,21700043,3,Final,20171023/MEMHOU,1610612745,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
43,21700044,2017-10-23T00:00:00,4,21700044,3,Final,20171023/CHAMIL,1610612749,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
44,21700045,2017-10-23T00:00:00,5,21700045,3,Final,20171023/GSWDAL,1610612742,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
45,21700046,2017-10-23T00:00:00,6,21700046,3,Final,20171023/TORSAS,1610612759,1610612761,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
46,21700047,2017-10-23T00:00:00,7,21700047,3,Final,20171023/WASDEN,1610612743,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
47,21700048,2017-10-23T00:00:00,8,21700048,3,Final,20171023/SACPHX,1610612756,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
48,21700049,2017-10-24T00:00:00,1,21700049,3,Final,20171024/CHICLE,1610612739,1610612741,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
49,21700050,2017-10-24T00:00:00,2,21700050,3,Final,20171024/BKNORL,1610612753,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
50,21700051,2017-10-24T00:00:00,3,21700051,3,Final,20171024/NYKBOS,1610612738,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
51,21700052,2017-10-24T00:00:00,4,21700052,3,Final,20171024/INDMIN,1610612750,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
52,21700053,2017-10-24T00:00:00,5,21700053,3,Final,20171024/NOPPOR,1610612757,1610612740,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
53,21700054,2017-10-24T00:00:00,6,21700054,3,Final,20171024/UTALAC,1610612746,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
54,21700055,2017-10-25T00:00:00,1,21700055,3,Final,20171025/DENCHA,1610612766,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
55,21700056,2017-10-25T00:00:00,2,21700056,3,Final,20171025/MINDET,1610612765,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
56,21700057,2017-10-25T00:00:00,3,21700057,3,Final,20171025/HOUPHI,1610612755,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
57,21700058,2017-10-25T00:00:00,4,21700058,3,Final,20171025/CLEBKN,1610612751,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
58,21700059,2017-10-25T00:00:00,5,21700059,3,Final,20171025/SASMIA,1610612748,1610612759,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
59,21700060,2017-10-25T00:00:00,6,21700060,3,Final,20171025/INDOKC,1610612760,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
60,21700061,2017-10-25T00:00:00,7,21700061,3,Final,20171025/MEMDAL,1610612742,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
61,21700062,2017-10-25T00:00:00,8,21700062,3,Final,20171025/UTAPHX,1610612756,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
62,21700063,2017-10-25T00:00:00,9,21700063,3,Final,20171025/TORGSW,1610612744,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
63,21700064,2017-10-25T00:00:00,10,21700064,3,Final,20171025/WASLAL,1610612747,1610612764,2017,5,,ESPN,Q5       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
64,21700065,2017-10-26T00:00:00,1,21700065,3,Final,20171026/ATLCHI,1610612741,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
65,21700066,2017-10-26T00:00:00,2,21700066,3,Final,20171026/DALMEM,1610612763,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
66,21700067,2017-10-26T00:00:00,3,21700067,3,Final,20171026/BOSMIL,1610612749,1610612738,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
67,21700068,2017-10-26T00:00:00,4,21700068,3,Final,20171026/LACPOR,1610612757,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
68,21700069,2017-10-26T00:00:00,5,21700069,3,Final,20171026/NOPSAC,1610612758,1610612740,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
69,21700070,2017-10-27T00:00:00,1,21700070,3,Final,20171027/HOUCHA,1610612766,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
70,21700071,2017-10-27T00:00:00,2,21700071,3,Final,20171027/SASORL,1610612753,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
71,21700072,2017-10-27T00:00:00,3,21700072,3,Final,20171027/DENATL,1610612737,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
72,21700073,2017-10-27T00:00:00,4,21700073,3,Final,20171027/BKNNYK,1610612752,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
73,21700074,2017-10-27T00:00:00,5,21700074,3,Final,20171027/OKCMIN,1610612750,1610612760,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
74,21700075,2017-10-27T00:00:00,6,21700075,3,Final,20171027/WASGSW,1610612744,1610612764,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
75,21700076,2017-10-27T00:00:00,7,21700076,3,Final,20171027/TORLAL,1610612747,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
76,21700077,2017-10-28T00:00:00,1,21700077,3,Final,20171028/CLENOP,1610612740,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
77,21700078,2017-10-28T00:00:00,2,21700078,3,Final,20171028/BOSMIA,1610612748,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
78,21700079,2017-10-28T00:00:00,3,21700079,3,Final,20171028/OKCCHI,1610612741,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
79,21700080,2017-10-28T00:00:00,4,21700080,3,Final,20171028/HOUMEM,1610612763,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
80,21700081,2017-10-28T00:00:00,5,21700081,3,Final,20171028/PHIDAL,1610612742,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
81,21700082,2017-10-28T00:00:00,6,21700082,3,Final,20171028/LALUTA,1610612762,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
82,21700083,2017-10-28T00:00:00,7,21700083,3,Final,20171028/PHXPOR,1610612757,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
83,21700084,2017-10-28T00:00:00,8,21700084,3,Final,20171028/DETLAC,1610612746,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
84,21700085,2017-10-29T00:00:00,1,21700085,3,Final,20171029/MILATL,1610612737,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
85,21700086,2017-10-29T00:00:00,2,21700086,3,Final,20171029/SASIND,1610612754,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
86,21700087,2017-10-29T00:00:00,3,21700087,3,Final,20171029/DENBKN,1610612751,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
87,21700088,2017-10-29T00:00:00,4,21700088,3,Final,20171029/ORLCHA,1610612766,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
88,21700089,2017-10-29T00:00:00,5,21700089,3,Final,20171029/WASSAC,1610612758,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
89,21700090,2017-10-29T00:00:00,6,21700090,3,Final,20171029/NYKCLE,1610612739,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
90,21700091,2017-10-29T00:00:00,7,21700091,3,Final,20171029/DETGSW,1610612744,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
91,21700092,2017-10-30T00:00:00,1,21700092,3,Final,20171030/SASBOS,1610612738,1610612759,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
92,21700093,2017-10-30T00:00:00,2,21700093,3,Final,20171030/MINMIA,1610612748,1610612750,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
93,21700094,2017-10-30T00:00:00,3,21700094,3,Final,20171030/DENNYK,1610612752,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
94,21700095,2017-10-30T00:00:00,4,21700095,3,Final,20171030/PHIHOU,1610612745,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
95,21700096,2017-10-30T00:00:00,5,21700096,3,Final,20171030/CHAMEM,1610612763,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
96,21700097,2017-10-30T00:00:00,6,21700097,3,Final,20171030/ORLNOP,1610612740,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
97,21700098,2017-10-30T00:00:00,7,21700098,3,Final,20171030/DALUTA,1610612762,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
98,21700099,2017-10-30T00:00:00,8,21700099,3,Final,20171030/TORPOR,1610612757,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
99,21700100,2017-10-30T00:00:00,9,21700100,3,Final,20171030/GSWLAC,1610612746,1610612744,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
100,21700101,2017-10-31T00:00:00,1,21700101,3,Final,20171031/SACIND,1610612754,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
101,21700102,2017-10-31T00:00:00,2,21700102,3,Final,20171031/PHXBKN,1610612751,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
102,21700103,2017-10-31T00:00:00,3,21700103,3,Final,20171031/OKCMIL,1610612749,1610612760,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
103,21700104,2017-10-31T00:00:00,4,21700104,3,Final,20171031/DETLAL,1610612747,1610612765,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
104,21700105,2017-11-01T00:00:00,1,21700105,3,Final,20171101/MILCHA,1610612766,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
105,21700106,2017-11-01T00:00:00,2,21700106,3,Final,20171101/INDCLE,1610612739,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
106,21700107,2017-11-01T00:00:00,3,21700107,3,Final,20171101/ATLPHI,1610612755,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
107,21700108,2017-11-01T00:00:00,4,21700108,3,Final,20171101/PHXWAS,1610612764,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
108,21700109,2017-11-01T00:00:00,5,21700109,3,Final,20171101/SACBOS,1610612738,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
109,21700110,2017-11-01T00:00:00,6,21700110,3,Final,20171101/CHIMIA,1610612748,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
110,21700111,2017-11-01T00:00:00,7,21700111,3,Final,20171101/HOUNYK,1610612752,1610612745,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
111,21700112,2017-11-01T00:00:00,8,21700112,3,Final,20171101/ORLMEM,1610612763,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
112,21700113,2017-11-01T00:00:00,9,21700113,3,Final,20171101/MINNOP,1610612740,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
113,21700114,2017-11-01T00:00:00,10,21700114,3,Final,20171101/TORDEN,1610612743,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
114,21700115,2017-11-01T00:00:00,11,21700115,3,Final,20171101/PORUTA,1610612762,1610612757,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
115,21700116,2017-11-01T00:00:00,12,21700116,3,Final,20171101/DALLAC,1610612746,1610612742,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
116,21700117,2017-11-02T00:00:00,1,21700117,3,Final,20171102/GSWSAS,1610612759,1610612744,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
117,21700118,2017-11-02T00:00:00,2,21700118,3,Final,20171102/LALPOR,1610612757,1610612747,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
118,21700119,2017-11-03T00:00:00,1,21700119,3,Final,20171103/MILDET,1610612765,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
119,21700120,2017-11-03T00:00:00,2,21700120,3,Final,20171103/CHIORL,1610612753,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
120,21700121,2017-11-03T00:00:00,3,21700121,3,Final,20171103/INDPHI,1610612755,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
121,21700122,2017-11-03T00:00:00,4,21700122,3,Final,20171103/CLEWAS,1610612764,1610612739,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
122,21700123,2017-11-03T00:00:00,5,21700123,3,Final,20171103/HOUATL,1610612737,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
123,21700124,2017-11-03T00:00:00,6,21700124,3,Final,20171103/PHXNYK,1610612752,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
124,21700125,2017-11-03T00:00:00,7,21700125,3,Final,20171103/NOPDAL,1610612742,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
125,21700126,2017-11-03T00:00:00,8,21700126,3,Final,20171103/CHASAS,1610612759,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
126,21700127,2017-11-03T00:00:00,9,21700127,3,Final,20171103/MIADEN,1610612743,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
127,21700128,2017-11-03T00:00:00,10,21700128,3,Final,20171103/TORUTA,1610612762,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
128,21700129,2017-11-03T00:00:00,11,21700129,3,Final,20171103/BOSOKC,1610612760,1610612738,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
129,21700130,2017-11-03T00:00:00,12,21700130,3,Final,20171103/BKNLAL,1610612747,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
130,21700131,2017-11-04T00:00:00,1,21700131,3,Final,20171104/MEMLAC,1610612746,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
131,21700132,2017-11-04T00:00:00,2,21700132,3,Final,20171104/SACDET,1610612765,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
132,21700133,2017-11-04T00:00:00,3,21700133,3,Final,20171104/NOPCHI,1610612741,1610612740,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
133,21700134,2017-11-04T00:00:00,4,21700134,3,Final,20171104/DALMIN,1610612750,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
134,21700135,2017-11-04T00:00:00,5,21700135,3,Final,20171104/GSWDEN,1610612743,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
135,21700136,2017-11-05T00:00:00,1,21700136,3,Final,20171105/ATLCLE,1610612739,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
136,21700137,2017-11-05T00:00:00,2,21700137,3,Final,20171105/MIALAC,1610612746,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
137,21700138,2017-11-05T00:00:00,3,21700138,3,Final,20171105/BOSORL,1610612753,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
138,21700139,2017-11-05T00:00:00,4,21700139,3,Final,20171105/WASTOR,1610612761,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
139,21700140,2017-11-05T00:00:00,5,21700140,3,Final,20171105/UTAHOU,1610612745,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
140,21700141,2017-11-05T00:00:00,6,21700141,3,Final,20171105/PHXSAS,1610612759,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
141,21700142,2017-11-05T00:00:00,7,21700142,3,Final,20171105/INDNYK,1610612752,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
142,21700143,2017-11-05T00:00:00,8,21700143,3,Final,20171105/CHAMIN,1610612750,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
143,21700144,2017-11-05T00:00:00,9,21700144,3,Final,20171105/OKCPOR,1610612757,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
144,21700145,2017-11-05T00:00:00,10,21700145,3,Final,20171105/MEMLAL,1610612747,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
145,21700146,2017-11-06T00:00:00,1,21700146,3,Final,20171106/BOSATL,1610612737,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
146,21700147,2017-11-06T00:00:00,2,21700147,3,Final,20171106/BKNPHX,1610612756,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
147,21700148,2017-11-06T00:00:00,3,21700148,3,Final,20171106/MIAGSW,1610612744,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
