rank,name,slug,poss,orapm,drapm,rapm
425,Kay Felder,TOT,608,-0.507,0.0155,-0.4915
426,Doug McDermott,TOT,7717,-0.6041,0.1066,-0.4975
427,Sean Kilpatrick,BRK,833,-0.802,0.3032,-0.4988
428,Jordan Clarkson,LAL,5717,-1.0937,0.5934,-0.5003
429,DeMarcus Cousins,NOP,7629,0.0632,-0.5654,-0.5022
430,Antonius Cleveland,DAL,353,-0.9483,0.4453,-0.503
431,Robin Lopez,CHI,7280,-0.8489,0.3381,-0.5108
432,Kay Felder,CHI,585,-0.527,0.0132,-0.5137
433,Wilson Chandler,DEN,10136,-0.192,-0.3322,-0.5242
434,Caleb Swanigan,POR,814,-1.0971,0.5638,-0.5333
435,Brice Johnson,MEM,266,-0.2616,-0.2752,-0.5368
436,DeAndre' Bembry,ATL,2011,-0.7478,0.2081,-0.5397
437,Austin Rivers,LAC,8960,1.1488,-1.6895,-0.5406
438,Markel Brown,HOU,133,-0.23,-0.3137,-0.5437
439,Eric Moreland,DET,3377,-1.8258,1.2813,-0.5445
440,Troy Williams,HOU,72,-0.2321,-0.3138,-0.5459
441,Jake Layman,POR,686,-0.4765,-0.0732,-0.5496
442,Kyle Kuzma,LAL,10930,-0.4021,-0.1527,-0.5548
443,Sean Kilpatrick,TOT,2799,-0.2375,-0.3258,-0.5632
444,E'Twaun Moore,NOP,11558,0.6694,-1.2377,-0.5684
445,Larry Nance,LAL,4161,-1.0635,0.4949,-0.5687
446,Ben Moore,IND,46,-0.1402,-0.4285,-0.5687
447,Johnathan Motley,DAL,748,-0.6102,0.0397,-0.5705
448,Timothe Luwawu-Cabarrot,PHI,3667,-1.1258,0.5498,-0.576
449,Jahlil Okafor,PHI,116,-0.1818,-0.4006,-0.5824
450,Wayne Selden,MEM,3075,-0.6746,0.0909,-0.5837
451,Marco Belinelli,TOT,8664,0.0229,-0.6163,-0.5934
452,Eric Bledsoe,PHO,406,-0.479,-0.1153,-0.5943
453,Markieff Morris,WAS,8409,0.3396,-0.9394,-0.5998
454,Alex Poythress,IND,445,0.0024,-0.618,-0.6156
455,Tony Allen,NOP,1250,-1.0154,0.3983,-0.6171
456,Jalen Jones,TOT,783,0.3269,-0.945,-0.6182
457,Mario Hezonja,ORL,7180,0.7252,-1.3434,-0.6182
458,Georgios Papagiannis,TOT,522,0.4726,-1.0911,-0.6185
459,Joakim Noah,NYK,178,-0.7556,0.1326,-0.623
460,Kyle Singler,OKC,255,-0.671,0.0474,-0.6236
461,Demetrius Jackson,TOT,337,-0.5519,-0.0724,-0.6243
462,Kemba Walker,CHO,12138,0.5365,-1.1776,-0.641
463,Derrick Rose,TOT,1873,0.0051,-0.6484,-0.6433
464,Jalen Jones,DAL,695,0.3742,-1.0296,-0.6553
465,Georgios Papagiannis,SAC,506,0.4797,-1.1356,-0.656
466,Trevor Booker,TOT,5113,-0.1005,-0.57,-0.6705
467,Omer Asik,CHI,264,-0.1245,-0.5488,-0.6733
468,Nik Stauskas,PHI,197,-0.812,0.1318,-0.6802
469,Demetrius Jackson,HOU,256,-0.785,0.0951,-0.6899
470,JaMychal Green,MEM,6499,-0.0375,-0.6705,-0.708
471,Nick Collison,OKC,331,-0.6492,-0.0749,-0.7241
472,George Hill,SAC,4764,0.3391,-1.0744,-0.7354
473,Juan Hernangomez,DEN,1193,-0.0783,-0.659,-0.7373
474,James Ennis,MEM,4501,-1.2342,0.4859,-0.7484
475,James Webb,BRK,503,-0.2361,-0.5189,-0.755
476,Jonathan Isaac,ORL,2341,-2.0743,1.3189,-0.7553
477,Stanley Johnson,DET,8163,-1.4303,0.6628,-0.7675
478,Briante Weber,TOT,1057,0.0154,-0.8003,-0.785
479,Henry Ellenson,DET,1435,-1.3882,0.5976,-0.7906
480,Alex Abrines,OKC,4957,-0.229,-0.5626,-0.7916
481,Jawun Evans,LAC,3546,-0.9119,0.1195,-0.7924
482,Sean Kilpatrick,MIL,868,0.0504,-0.846,-0.7956
483,Kyle Collinsworth,DAL,2056,-0.171,-0.6339,-0.8049
484,Sterling Brown,MIL,3320,-1.46,0.6445,-0.8155
485,Greg Monroe,TOT,4566,-0.2069,-0.6283,-0.8352
486,Raymond Felton,OKC,5793,-0.945,0.0942,-0.8508
487,Lance Thomas,NYK,5791,-0.9111,0.055,-0.856
488,James Young,PHI,251,-0.4842,-0.3906,-0.8748
489,Devin Harris,DEN,2374,0.4205,-1.3017,-0.8812
490,Noah Vonleh,POR,2019,-1.112,0.2274,-0.8845
491,Ramon Sessions,NYK,717,-1.1068,0.2199,-0.8869
492,Marquis Teague,MEM,321,-0.42,-0.4692,-0.8892
493,Richaun Holmes,PHI,3397,-0.3391,-0.5647,-0.9039
494,Derrick Rose,CLE,1387,-0.0326,-0.8995,-0.9321
495,Corey Brewer,OKC,2348,0.2739,-1.2107,-0.9368
496,Ryan Anderson,HOU,7545,0.7853,-1.7258,-0.9405
497,Lauri Markkanen,CHI,8761,0.015,-0.9563,-0.9413
498,James Ennis,TOT,6867,-0.8185,-0.1243,-0.9428
499,Jamel Artis,ORL,1206,-0.7272,-0.2179,-0.945
500,Josh Gray,PHO,407,-0.8351,-0.1179,-0.953
501,Ivan Rabb,MEM,2239,0.2143,-1.1682,-0.9539
502,Troy Daniels,PHO,7296,0.188,-1.1484,-0.9604
503,Isaiah Thomas,TOT,3935,0.1106,-1.0724,-0.9619
504,Tyler Cavanaugh,ATL,2300,-0.3618,-0.6098,-0.9715
505,Derrick Walton,MIA,614,-0.519,-0.4772,-0.9962
506,Harrison Barnes,DAL,11289,-0.6974,-0.3011,-0.9985
507,Marcus Morris,BOS,6264,-0.0808,-0.9187,-0.9996
508,Jaylen Morris,ATL,451,-0.9671,-0.0405,-1.0076
509,Aaron Brooks,MIN,810,-0.1285,-0.8852,-1.0137
510,Dragan Bender,PHO,9332,-1.0462,0.0324,-1.0138
511,David Nwaba,CHI,7241,-0.3437,-0.6794,-1.0232
512,Justin Jackson,SAC,6412,-0.5569,-0.4761,-1.033
513,Tyrone Wallace,LAC,3913,-1.2149,0.1734,-1.0415
514,Alec Burks,UTA,4519,0.1109,-1.1574,-1.0465
515,Lance Stephenson,IND,7931,0.7299,-1.7838,-1.0539
516,Willie Cauley-Stein,SAC,8759,-1.2869,0.2193,-1.0676
517,Adreian Payne,ORL,185,-0.4237,-0.6522,-1.0758
518,Malachi Richardson,TOT,1405,-0.9411,-0.1415,-1.0825
519,Bojan Bogdanovic,IND,10532,-0.8475,-0.242,-1.0895
520,Luke Kornet,NYK,1419,-0.3356,-0.7589,-1.0945
521,Malachi Richardson,SAC,1387,-0.9552,-0.1433,-1.0985
522,Jeremy Lamb,CHO,8616,-0.4611,-0.6619,-1.1231
523,Brook Lopez,LAL,7824,0.6442,-1.77,-1.1258
524,Andrew Bogut,LAL,975,-1.5089,0.3733,-1.1356
525,Rodney Hood,TOT,6957,0.1446,-1.2818,-1.1372
526,Quinn Cook,GSW,3179,-0.1588,-0.9826,-1.1414
527,Trey Lyles,DEN,6059,-0.2265,-0.917,-1.1435
528,Joe Harris,BRK,8720,-0.2852,-0.8633,-1.1485
529,Enes Kanter,NYK,7852,0.9276,-2.0799,-1.1523
530,Jae Crowder,TOT,9133,-0.5824,-0.5719,-1.1542
531,Tyson Chandler,PHO,5141,-0.7644,-0.3931,-1.1575
532,Gerald Green,HOU,4070,-1.3712,0.2115,-1.1596
533,Jordan Mickey,MIA,1184,-0.4023,-0.7611,-1.1634
534,Furkan Korkmaz,PHI,369,-0.5238,-0.6582,-1.1821
535,Cameron Payne,CHI,2546,-0.0489,-1.1357,-1.1846
536,Norman Powell,TOR,4625,-0.901,-0.2905,-1.1915
537,Dwight Buycks,DET,1805,-1.3295,0.1366,-1.1928
538,Ramon Sessions,TOT,1698,-0.486,-0.737,-1.2231
539,Patrick Patterson,OKC,5417,-1.2133,-0.0131,-1.2264
540,Meyers Leonard,POR,1101,0.0326,-1.263,-1.2303
541,Trevor Booker,BRK,1797,0.2894,-1.523,-1.2336
542,Xavier Rathan-Mayes,MEM,525,-0.9341,-0.3011,-1.2352
543,Joel Bolomboy,MIL,165,-1.0366,-0.2032,-1.2398
544,Torrey Craig,DEN,2741,-0.1824,-1.0645,-1.2469
545,Dante Cunningham,TOT,6945,-1.0622,-0.2002,-1.2624
546,T.J. Leaf,IND,2019,-0.3017,-0.9615,-1.2632
547,Doug McDermott,NYK,5117,-1.6646,0.3954,-1.2692
548,Denzel Valentine,CHI,9119,-1.1247,-0.1457,-1.2704
549,Richard Jefferson,DEN,708,-0.6972,-0.5817,-1.2788
550,Miles Plumlee,ATL,3998,-1.457,0.1749,-1.2821
551,Jameer Nelson,DET,501,-1.0831,-0.1992,-1.2823
552,Greg Monroe,BOS,2152,-0.3618,-0.9249,-1.2867
553,Ante Zizic,CLE,955,-0.3157,-0.9888,-1.3045
554,James Ennis,DET,2366,-0.0276,-1.2852,-1.3127
555,Dennis Schroder,ATL,9046,0.2787,-1.5961,-1.3173
556,Kenneth Faried,DEN,1991,-0.8814,-0.4565,-1.3379
557,Bam Adebayo,MIA,5786,-2.1891,0.8344,-1.3546
558,Jahlil Okafor,TOT,1487,-1.0429,-0.3205,-1.3634
559,Willy Hernangomez,NYK,1018,-1.3484,-0.0228,-1.3712
560,Tobias Harris,LAC,4939,-0.2872,-1.0872,-1.3743
561,Pau Gasol,SAS,7691,-2.3004,0.9117,-1.3888
562,Patrick McCaw,GSW,4235,-0.3292,-1.0597,-1.3889
563,Spencer Dinwiddie,BRK,10057,0.1454,-1.5402,-1.3947
564,DeAndre Liggins,NOP,1072,-0.6195,-0.7768,-1.3964
565,John Holland,CLE,769,-0.5606,-0.8582,-1.4188
566,Jahlil Okafor,BRK,1371,-1.1157,-0.3138,-1.4295
567,Rodney Purvis,ORL,1253,-0.8879,-0.5504,-1.4383
568,Marc Gasol,MEM,10154,-0.4962,-0.9508,-1.447
569,Wesley Johnson,LAC,6705,-1.9141,0.4663,-1.4478
570,Noah Vonleh,TOT,3789,-1.2497,-0.2009,-1.4506
571,Ramon Sessions,WAS,981,-0.0323,-1.4365,-1.4687
572,C.J. Williams,LAC,3137,-1.0936,-0.3954,-1.489
573,Kris Dunn,CHI,6720,-0.3761,-1.1314,-1.5075
574,Jameer Nelson,TOT,4431,-0.5092,-1.0041,-1.5133
575,Matthew Dellavedova,MIL,3022,-0.3008,-1.2131,-1.5139
576,Tony Snell,MIL,8915,0.3109,-1.825,-1.5141
577,Dennis Smith,DAL,8853,-1.0075,-0.5093,-1.5169
578,Thon Maker,MIL,5276,0.1861,-1.7076,-1.5214
579,Jameer Nelson,NOP,3930,-0.436,-1.1067,-1.5427
580,Avery Bradley,TOT,6156,-1.1242,-0.4232,-1.5474
581,John Collins,ATL,7796,-1.804,0.253,-1.551
582,Quincy Pondexter,CHI,856,-1.4435,-0.1076,-1.5511
583,J.R. Smith,CLE,9759,0.6663,-2.2189,-1.5526
584,D.J. Wilson,MIL,298,-0.8628,-0.6977,-1.5605
585,Tyler Ulis,PHO,7412,-1.2858,-0.3022,-1.588
586,Dante Cunningham,NOP,4938,-1.5583,-0.039,-1.5973
587,Wesley Iwundu,ORL,4391,-1.9876,0.38,-1.6075
588,Mason Plumlee,DEN,6338,-1.1259,-0.4857,-1.6116
589,T.J. McConnell,PHI,7751,-1.9828,0.2906,-1.6922
590,Briante Weber,HOU,525,-0.5599,-1.2489,-1.8088
591,Zhou Qi,HOU,553,-1.496,-0.319,-1.815
592,Tony Parker,SAS,4546,-1.0276,-0.7899,-1.8175
593,Taurean Waller-Prince,ATL,10812,0.3125,-2.1312,-1.8187
594,Avery Bradley,DET,5451,-1.2899,-0.5519,-1.8418
595,Aaron Harrison,DAL,1029,-0.9254,-0.9178,-1.8432
596,Andre Drummond,DET,11367,-0.7148,-1.1552,-1.87
597,Rodney Hood,UTA,4621,-0.4684,-1.4278,-1.8962
598,Brandon Ingram,LAL,8973,-1.9655,0.0631,-1.9024
599,Zach LaVine,CHI,2888,-0.215,-1.712,-1.927
600,Kosta Koufos,SAC,5813,-1.7288,-0.2182,-1.9469
601,T.J. Warren,PHO,9688,-1.2011,-0.7572,-1.9583
602,Rajon Rondo,NOP,7690,-0.4301,-1.559,-1.9891
603,Corey Brewer,TOT,5564,-0.8339,-1.166,-1.9999
604,Dwyane Wade,MIA,2061,-1.588,-0.4136,-2.0015
605,Jabari Parker,MIL,3255,-0.5507,-1.4961,-2.0468
606,DeAndre Jordan,LAC,10681,-1.0283,-1.035,-2.0633
607,Elfrid Payton,ORL,5571,0.6459,-2.7103,-2.0644
608,Maurice Harkless,POR,5471,-1.0483,-1.0326,-2.0808
609,Noah Vonleh,CHI,1770,-1.4068,-0.6895,-2.0963
610,Nerlens Noel,DAL,2041,-2.2918,0.195,-2.0967
611,Kelly Oubre,WAS,9850,-1.1339,-0.9661,-2.0999
612,Andrew White,ATL,938,-1.3083,-0.8027,-2.1111
613,Jerryd Bayless,PHI,4190,-1.252,-0.8793,-2.1312
614,Joe Johnson,TOT,5169,-1.7179,-0.4349,-2.1529
615,Elfrid Payton,TOT,8100,0.0293,-2.2206,-2.1913
616,Treveon Graham,CHO,4548,-1.2301,-0.9689,-2.199
617,Shabazz Muhammad,TOT,1785,-0.4092,-1.7953,-2.2045
618,Bogdan Bogdanovic,SAC,9264,-0.1418,-2.0666,-2.2083
619,Andrew Harrison,MEM,5535,-1.094,-1.1294,-2.2234
620,Brandon Jennings,MIL,893,-1.1087,-1.1473,-2.2561
621,Joffrey Lauvergne,SAS,2337,-1.2368,-1.0291,-2.2659
622,Jae Crowder,CLE,5852,-0.5278,-1.7405,-2.2683
623,Josh Jackson,PHO,8964,-2.8327,0.5643,-2.2684
624,Marco Belinelli,ATL,5305,-0.6817,-1.6153,-2.297
625,Cheick Diallo,NOP,2585,-0.6813,-1.6232,-2.3045
626,Tristan Thompson,CLE,4697,-0.5618,-1.7477,-2.3095
627,Justin Anderson,PHI,2335,-1.7387,-0.5806,-2.3193
628,Nick Young,GSW,6170,-1.0639,-1.258,-2.3219
629,Jason Smith,WAS,1267,-1.1178,-1.264,-2.3818
630,Emmanuel Mudiay,NYK,2172,-0.9211,-1.4774,-2.3985
631,Courtney Lee,NYK,9928,-0.6113,-1.8264,-2.4377
632,Elfrid Payton,PHO,2529,-1.329,-1.1419,-2.4709
633,Bobby Brown,HOU,505,-1.1637,-1.3843,-2.5479
634,Dion Waiters,MIA,3922,-2.3423,-0.2128,-2.555
635,Tyler Dorsey,ATL,4284,-0.8371,-1.7438,-2.5809
636,DeAndre Liggins,TOT,3110,-1.5428,-1.0503,-2.5931
637,Isaiah Thomas,CLE,1842,-1.3834,-1.2343,-2.6177
638,Jonathon Simmons,ORL,8904,-0.1212,-2.5154,-2.6366
639,Terrance Ferguson,OKC,3260,-0.4792,-2.1756,-2.6548
640,Emmanuel Mudiay,TOT,5537,-1.2494,-1.4213,-2.6706
641,Jamal Crawford,MIN,7079,0.5814,-3.2606,-2.6791
642,Jodie Meeks,WAS,4948,-1.4446,-1.2419,-2.6865
643,Tarik Black,HOU,2413,-2.9071,0.1797,-2.7273
644,Corey Brewer,LAL,3216,-1.6428,-1.1333,-2.7761
645,Abdel Nader,BOS,2299,-1.4843,-1.2968,-2.7811
646,Frank Kaminsky,CHO,7973,-0.1326,-2.6652,-2.7978
647,Zach Randolph,SAC,6371,0.0151,-2.8439,-2.8287
648,Emmanuel Mudiay,DEN,3365,-1.4612,-1.385,-2.8463
649,D'Angelo Russell,BRK,5581,-0.2699,-2.5766,-2.8465
650,Ben McLemore,MEM,4745,-2.2607,-0.6027,-2.8635
651,Gorgui Dieng,MIN,5750,-1.1023,-1.7623,-2.8646
652,Semi Ojeleye,BOS,4936,-2.3702,-0.5296,-2.8998
653,Kobi Simmons,MEM,2782,-0.3776,-2.6388,-3.0165
654,Jerian Grant,CHI,7265,-1.6375,-1.4276,-3.0651
655,Paul Zipser,CHI,3485,-2.1067,-0.9681,-3.0748
656,Wesley Matthews,DAL,9087,-0.3869,-2.732,-3.1189
657,DeAndre Liggins,MIL,2038,-2.0284,-1.1942,-3.2226
658,De'Aaron Fox,SAC,8816,-1.8392,-1.4793,-3.3185
659,Shabazz Muhammad,MIN,1290,-0.7412,-2.6263,-3.3675
660,Joe Johnson,UTA,2973,-2.3418,-1.0916,-3.4333
661,Malik Monk,CHO,3800,-1.7521,-1.7645,-3.5166
662,Evan Turner,POR,8791,-2.5735,-1.0635,-3.637
663,Cristiano Felicio,CHI,4235,-2.9473,-0.9114,-3.8586
664,Bismack Biyombo,ORL,6476,-3.8465,-1.5672,-5.4138
