game_id,period,pts,poss_num,id,dummy
21700001,3,2,141,o0201143,1
21700001,3,0,142,d0201143,1
21700001,3,3,143,o0201143,1
21700001,3,0,144,d0201143,1
21700001,3,0,145,o0201143,1
21700001,3,0,146,d0201143,1
21700001,3,1,147,o0201143,1
21700001,3,0,148,d0201143,1
21700001,3,2,149,o0201143,1
21700001,3,3,150,d0201143,1
21700001,4,0,151,o0201143,1
21700001,4,2,152,d0201143,1
21700001,4,1,153,o0201143,1
21700001,4,1,154,d0201143,1
21700001,4,1,155,o0201143,1
21700001,4,2,156,d0201143,1
21700001,4,2,157,o0201143,1
21700001,4,0,158,d0201143,1
21700001,4,3,159,o0201143,1
21700001,4,2,160,d0201143,1
21700001,4,3,161,o0202681,1
21700001,4,2,162,d0202681,1
21700001,4,0,163,o0202681,1
21700001,4,0,164,d0202681,1
21700001,4,2,165,o0202681,1
21700001,4,0,166,d1628369,1
21700001,4,0,167,o1628369,1
21700001,4,2,168,d1628369,1
21700001,4,3,169,o1628369,1
21700001,4,2,170,d1628369,1
21700001,4,0,171,o1628369,1
21700001,4,0,172,d1628369,1
21700001,4,0,173,o1628369,1
21700001,4,0,174,d1628369,1
21700001,4,1,175,o1628369,1
21700001,4,-1,176,d1628369,1
21700001,4,0,177,o0201143,1
21700001,4,2,178,d0201143,1
21700001,4,3,179,o0201143,1
21700001,4,3,180,d0201143,1
21700001,4,0,181,o0201143,1
21700001,4,0,182,d0201143,1
21700001,4,2,183,o0201143,1
21700001,4,2,184,d0201143,1
21700001,4,2,185,o0201143,1
21700001,4,2,186,d0201143,1
21700001,4,2,187,o0201143,1
21700001,4,2,188,d0201143,1
21700001,4,0,189,o0201143,1
21700001,4,2,190,d0201143,1
21700001,4,0,191,o0201143,1
21700001,4,3,192,d0201143,1
21700001,4,1,193,o0201143,1
21700001,4,0,194,d0201143,1
21700001,4,0,195,o0201143,1
21700001,1,2,1,o0202330,1
21700001,1,0,2,d0202330,1
21700001,1,0,3,o0202330,1
21700001,1,0,4,d0202330,1
21700001,1,2,5,o0202330,1
21700001,1,3,6,d0202330,1
21700001,1,0,7,o0202330,1
21700001,1,2,8,d0202330,1
21700001,1,0,9,o0202330,1
21700001,1,2,10,d0202330,1
21700001,1,2,11,o0202330,1
21700001,1,2,12,d0202330,1
21700001,1,0,13,o0202330,1
21700001,1,0,14,d0202330,1
21700001,1,2,15,o0202330,1
21700001,1,0,16,d0202330,1
21700001,1,2,17,o0202330,1
21700001,1,0,18,d0202330,1
21700001,1,0,19,o0202330,1
21700001,1,0,20,d0202330,1
21700001,1,2,21,o0202330,1
21700001,1,0,22,d0202681,1
21700001,1,0,23,o0202681,1
21700001,1,0,24,d0202681,1
21700001,1,0,25,o0202681,1
21700001,1,2,26,d0202681,1
21700001,1,2,27,o0202681,1
21700001,1,2,28,d0202681,1
21700001,1,0,29,o0202681,1
21700001,1,0,30,d0202681,1
21700001,1,0,31,o0202681,1
21700001,1,2,32,d0202681,1
21700001,1,3,33,o0202681,1
21700001,1,2,34,d0203382,1
21700001,1,0,35,o0203382,1
21700001,1,0,36,d0203382,1
21700001,1,0,37,o0203382,1
21700001,1,3,38,d0203382,1
21700001,1,0,39,o0203382,1
21700001,1,3,40,d0203382,1
21700001,1,0,41,o0203382,1
21700001,1,0,42,d0203382,1
21700001,1,0,43,o0203382,1
21700001,1,3,44,d0203382,1
21700001,1,0,45,o0203382,1
21700001,1,0,46,d0203382,1
21700001,1,2,47,o0203382,1
21700001,1,3,48,d0203382,1
21700001,1,0,49,o0203382,1
21700001,2,0,50,d0203382,1
21700001,2,2,51,o0203382,1
21700001,2,1,52,d0203382,1
21700001,2,0,53,o0203382,1
21700001,2,2,54,d0202681,1
21700001,2,0,55,o0202681,1
21700001,2,0,56,d0202681,1
21700001,2,0,57,o0202681,1
21700001,2,2,58,d0202681,1
21700001,2,1,59,o0201143,1
21700001,2,0,60,d0201143,1
21700001,2,0,61,o0201143,1
21700001,2,0,62,d0201143,1
21700001,2,3,63,o0201143,1
21700001,2,2,64,d0201143,1
21700001,2,0,65,o0201143,1
21700001,2,2,66,d0202681,1
21700001,2,0,67,o0202681,1
21700001,2,1,68,d0202681,1
21700001,2,3,69,o0202681,1
21700001,2,2,70,d0202681,1
21700001,2,0,71,o0202681,1
21700001,2,3,72,d0202681,1
21700001,2,2,73,o0202681,1
