id_player,rapm,prefix
201939,6.16186805433238,o
101108,4.47079299579698,o
201935,4.26330252298196,o
203482,3.71652653518151,o
202689,3.39389961269337,o
2544,3.31561911375746,o
203081,3.23907163975355,o
201588,2.89110675531485,o
201569,2.8605070236808,o
2734,2.85863662371583,o
1626157,2.83593312537851,o
201567,2.78264271725546,o
202710,2.66739793537988,o
2594,2.61138622918759,o
203110,2.59316738531261,o
203506,2.53269731203162,o
201152,2.30366842075517,o
201954,2.30258917447505,o
202329,2.29674218073839,o
1627751,2.20668313318467,o
2733,2.1160186536088,o
1717,2.04558715244269,o
1628379,2.02582368962021,o
203118,2.00594954705521,o
202703,2.00562582441564,o
203089,1.90954276148995,o
201143,1.85289120707888,o
1626171,1.83792596494632,o
101141,1.79477137814196,o
201952,1.76882128217483,o
1628462,1.75968338661057,o
1626145,1.7547831764636,o
203095,1.71441717704893,o
201586,1.69863748200318,o
200782,1.69854316749443,o
1627750,1.68843478470742,o
1627783,1.65999290023723,o
203918,1.65151247066847,o
101150,1.53412975937935,o
201942,1.46770786326371,o
1938,1.44912433835283,o
201933,1.4310012288197,o
202734,1.4274315271553,o
1628384,1.41684277487445,o
200746,1.37968581784823,o
203999,1.37724067917009,o
200755,1.3567690988339,o
203077,1.34742027120045,o
203507,1.33649492224883,o
203114,1.32703641729202,o
202326,1.31166994450471,o
1626149,1.30148277727767,o
203954,1.29052992701934,o
203493,1.28156986356232,o
1627832,1.27588619112022,o
201566,1.25216190133949,o
202397,1.21442752471322,o
200826,1.17389375125737,o
201988,1.14826655489389,o
202322,1.14478942499117,o
1627748,1.11643914906291,o
203085,1.10900616898833,o
201950,1.10004659950482,o
203944,1.07742021357059,o
2747,1.06929649225859,o
201601,1.06254482681605,o
201229,1.05119179520629,o
203894,1.04558448203532,o
201156,1.02795687684399,o
1628369,1.01026952040225,o
201145,1.00295488887205,o
201936,0.964525627433728,o
203076,0.929709424057516,o
201949,0.922367381574052,o
203121,0.885438306953571,o
1626163,0.868865306219786,o
1626209,0.855912968122427,o
1627819,0.851047359177899,o
201563,0.832045862540667,o
201961,0.82043862312614,o
1626179,0.813103186537719,o
1626220,0.799640844557823,o
