rank,name,slug,poss,orapm,drapm,rapm
162,Al Horford,BOS,9479,1.1911,-0.5063,0.6848
163,Richard Jefferson,CLE,6985,0.2253,0.4564,0.6817
164,Buddy Hield,SAC,3095,0.6966,-0.015,0.6816
165,Tyler Ennis,TOT,2532,0.004,0.6651,0.6692
166,Darrell Arthur,DEN,2804,0.5331,0.1355,0.6686
167,Ryan Kelly,ATL,470,-0.1409,0.8091,0.6682
168,Robin Lopez,CHI,9589,1.1,-0.4378,0.6623
169,Tobias Harris,DET,10958,0.748,-0.089,0.659
170,Jordan Crawford,NOP,1904,2.263,-1.6114,0.6516
171,A.J. Hammons,DAL,693,-0.0477,0.6856,0.6379
172,Chasson Randle,NYK,969,0.8221,-0.1912,0.6309
173,Jerian Grant,CHI,4328,0.6308,-0.0035,0.6273
174,Ersan Ilyasova,TOT,9555,0.1929,0.4315,0.6244
175,Mirza Teletovic,MIL,4807,-0.2938,0.9092,0.6154
176,Tyus Jones,MIN,3334,1.11,-0.4981,0.6119
177,Serge Ibaka,TOT,10390,0.6617,-0.054,0.6077
178,C.J. Miles,IND,7612,0.4166,0.1866,0.6032
179,Malachi Richardson,SAC,851,-0.2064,0.805,0.5986
180,Ersan Ilyasova,PHI,6445,0.073,0.5172,0.5902
181,John Henson,MIL,4808,-0.2838,0.8663,0.5825
182,Davis Bertans,SAS,3466,0.2598,0.3196,0.5794
183,Lamar Patterson,ATL,166,0.0181,0.5352,0.5534
184,Harrison Barnes,DAL,11485,0.0696,0.4763,0.5459
185,Andrew Harrison,MEM,6265,-1.3994,1.944,0.5446
186,Dante Cunningham,NOP,7194,1.3957,-0.8583,0.5374
187,Anthony Brown,ORL,67,0.4898,0.0447,0.5344
188,Joel Bolomboy,UTA,225,0.0344,0.4884,0.5229
189,Jordan Hill,MIN,185,0.1466,0.3708,0.5173
190,Kyle Singler,OKC,1684,-0.5814,1.0898,0.5084
191,Malcolm Delaney,ATL,5433,-0.9992,1.5047,0.5054
192,Luol Deng,LAL,6523,-0.418,0.9172,0.4992
193,Terrence Ross,TOT,8546,1.6013,-1.106,0.4953
194,Jarell Eddie,PHO,308,-0.366,0.8491,0.4831
195,Damian Lillard,POR,11832,1.5154,-1.0352,0.4802
196,Joe Ingles,UTA,8213,1.2092,-0.7496,0.4596
197,James Ennis,MEM,6325,-0.7115,1.1695,0.458
198,Alan Williams,PHO,3260,-0.0067,0.4576,0.4509
199,Rondae Hollis-Jefferson,BRK,8116,-0.6353,1.0724,0.4372
200,Chasson Randle,TOT,1303,0.6276,-0.1911,0.4365
201,Joe Harris,BRK,5317,-1.5067,1.9389,0.4322
202,Jose Calderon,ATL,1071,-0.5055,0.9319,0.4265
203,Mason Plumlee,TOT,9301,1.753,-1.3278,0.4253
204,Langston Galloway,SAC,1610,0.5374,-0.1134,0.424
205,Tony Allen,MEM,7950,-0.2899,0.711,0.4211
206,Chris Andersen,CLE,483,0.6885,-0.2777,0.4107
207,Kelly Oubre,WAS,7061,-0.1287,0.5291,0.4004
208,Willy Hernangomez,NYK,5786,-0.1345,0.5252,0.3907
209,Deron Williams,DAL,4779,0.5263,-0.1382,0.3882
210,Gary Harris,DEN,7799,3.857,-3.4691,0.3879
211,Josh Huestis,OKC,145,0.2796,0.1077,0.3873
212,Taj Gibson,OKC,2139,0.1504,0.2329,0.3833
213,Terrence Ross,TOR,5223,1.5025,-1.1328,0.3697
214,Tyson Chandler,PHO,5812,0.2302,0.1379,0.3681
215,Rodney Stuckey,IND,2968,0.0688,0.2836,0.3524
216,Brandon Rush,MIN,4366,0.4934,-0.1599,0.3334
217,Lance Stephenson,TOT,1555,-0.3732,0.7028,0.3296
218,Anthony Tolliver,SAC,6381,0.8849,-0.5851,0.2998
219,Corey Brewer,TOT,5690,-0.1,0.3988,0.2989
220,Michael Carter-Williams,CHI,3650,-0.3109,0.6016,0.2907
221,Trey Lyles,UTA,4832,-0.6569,0.9469,0.2899
222,Boban Marjanovic,DET,1242,0.2149,0.0711,0.286
223,Salah Mejri,DAL,3681,-1.0804,1.3657,0.2853
224,Hollis Thompson,NOP,830,-0.528,0.811,0.283
225,Brice Johnson,LAC,36,0.1307,0.1508,0.2815
226,Serge Ibaka,ORL,7436,0.5575,-0.2879,0.2696
227,Thabo Sefolosha,ATL,7024,-0.7478,1.005,0.2572
228,K.J. McDaniels,BRK,1304,0.3108,-0.0545,0.2563
229,John Lucas III,MIN,47,0.0385,0.2139,0.2524
230,Toney Douglas,MEM,1709,0.3955,-0.1612,0.2343
231,Axel Toupane,NOP,179,-0.0411,0.2742,0.2331
232,Aaron Harrison,CHO,72,-0.089,0.3211,0.2321
233,Evan Fournier,ORL,9817,-0.6971,0.924,0.227
234,Norris Cole,OKC,550,-0.3863,0.6085,0.2222
235,Kristaps Porzingis,NYK,9402,-0.5521,0.7436,0.1915
236,Edy Tavares,CLE,94,0.1378,0.0522,0.19
237,Adreian Payne,MIN,594,-0.4291,0.6162,0.1872
238,Christian Wood,CHO,442,-0.2459,0.4316,0.1858
239,Edy Tavares,TOT,109,0.1169,0.067,0.1839
240,Andre Roberson,OKC,10595,-0.6623,0.8322,0.1699
241,Nerlens Noel,TOT,4519,0.174,-0.0044,0.1696
242,Axel Toupane,TOT,202,-0.0465,0.2156,0.1691
243,Anthony Brown,TOT,660,-0.1085,0.2693,0.1608
244,Channing Frye,CLE,6050,0.7691,-0.6105,0.1586
245,Edy Tavares,ATL,15,-0.0141,0.16,0.1459
246,Elijah Millsap,PHO,94,-0.1065,0.2456,0.1392
247,DeAndre Liggins,DAL,97,0.1251,0.0095,0.1347
248,Jeff Withey,UTA,1825,1.1078,-0.9732,0.1346
249,Aaron Brooks,IND,3787,-0.5245,0.6511,0.1266
250,Anthony Brown,NOP,593,-0.1761,0.2947,0.1185
251,C.J. Wilcox,ORL,450,0.0979,0.0156,0.1135
252,Larry Sanders,CLE,57,-0.0343,0.1446,0.1104
253,LaMarcus Aldridge,SAS,9630,-0.2056,0.3136,0.108
254,Bruno Caboclo,TOR,175,-0.2402,0.3282,0.088
255,Greivis Vasquez,BRK,168,0.1097,-0.0307,0.079
256,Wesley Johnson,LAC,3493,-1.1897,1.2634,0.0737
257,Demetrius Jackson,BOS,71,0.0776,-0.0045,0.0731
258,Dahntay Jones,CLE,42,0.1499,-0.0792,0.0708
259,Brandon Jennings,WAS,1639,0.432,-0.3633,0.0686
260,Maurice Ndour,NYK,1419,-0.3052,0.3541,0.0489
261,DeAndre Liggins,TOT,3322,-0.461,0.505,0.0439
262,Lance Stephenson,NOP,742,-1.3544,1.3961,0.0416
263,DeAndre Liggins,CLE,3225,-0.4787,0.5199,0.0412
264,Ron Baker,NYK,3651,-0.3043,0.3453,0.041
265,Michael Gbinije,DET,127,0.1508,-0.1201,0.0306
266,Jake Layman,POR,1089,-0.8719,0.8786,0.0066
267,Tony Snell,MIL,9976,0.4466,-0.4417,0.0049
268,Marvin Williams,CHO,9717,0.1452,-0.1443,8e-04
269,Danuel House,WAS,1,-0.0342,0.0332,-0.001
270,Deron Williams,TOT,6842,0.1409,-0.1424,-0.0015
271,Yogi Ferrell,DAL,4331,0.2647,-0.2698,-0.0051
272,Steve Novak,MIL,80,-0.0337,0.0206,-0.013
273,Thon Maker,MIL,2348,-0.151,0.1362,-0.0148
274,Wayne Selden,NOP,219,-0.2721,0.2558,-0.0162
275,Ricky Rubio,MIN,10507,0.3465,-0.3666,-0.0201
276,Ersan Ilyasova,OKC,302,-0.3153,0.2939,-0.0214
277,Montrezl Harrell,HOU,4775,1.0664,-1.0926,-0.0262
278,Chris McCullough,WAS,39,-0.0572,0.0246,-0.0327
279,Alexis Ajinca,NOP,2567,-0.5594,0.523,-0.0364
280,Tony Parker,SAS,6478,0.1235,-0.1632,-0.0398
281,Archie Goodwin,NOP,124,0.5224,-0.5646,-0.0422
282,Matt Barnes,GSW,1781,-0.6346,0.592,-0.0426
283,Marcin Gortat,WAS,11169,1.0877,-1.1391,-0.0514
284,Jarnell Stokes,DEN,30,-0.0065,-0.0473,-0.0538
285,Spencer Dinwiddie,BRK,5906,-0.2631,0.2054,-0.0577
286,Andrew Bogut,CLE,1,-0.0354,-0.0323,-0.0677
287,Terrence Jones,MIL,29,-0.1622,0.0931,-0.0691
288,Josh Richardson,MIA,6967,-0.698,0.6261,-0.0719
289,Tiago Splitter,PHI,338,0.0444,-0.1223,-0.0779
290,Joe Johnson,UTA,7615,0.4819,-0.5684,-0.0864
291,Marshall Plumlee,NYK,739,0.1962,-0.2881,-0.0918
292,Devin Booker,PHO,12466,0.338,-0.4405,-0.1025
293,Brook Lopez,BRK,10179,-0.0799,-0.0227,-0.1026
294,Johnny O'Bryant,CHO,138,-0.0085,-0.1034,-0.1119
295,Randy Foye,BRK,5844,0.1534,-0.268,-0.1146
296,Sergio Rodriguez,PHI,6658,-0.0277,-0.0878,-0.1155
297,Taj Gibson,TOT,8568,-0.5411,0.4162,-0.1249
298,JaMychal Green,MEM,8735,-0.3666,0.2391,-0.1275
299,Chasson Randle,PHI,334,0.0634,-0.1909,-0.1275
300,Tim Quarterman,POR,345,-0.4146,0.2828,-0.1318
301,Yogi Ferrell,TOT,5017,0.2454,-0.3773,-0.1319
302,Doug McDermott,OKC,1875,0.7261,-0.8587,-0.1326
303,Justise Winslow,MIA,2712,-1.4489,1.3066,-0.1423
304,Roy Hibbert,DEN,52,-0.2529,0.1102,-0.1427
305,Wesley Matthews,DAL,10230,0.1587,-0.3122,-0.1535
306,Jordan Farmar,SAC,147,0.2321,-0.3991,-0.167
307,Gary Neal,ATL,80,-0.2484,0.0676,-0.1808
308,Jerryd Bayless,PHI,307,-0.2229,0.0278,-0.1951
309,Henry Ellenson,DET,612,-0.202,0.0034,-0.1987
310,Carmelo Anthony,NYK,10969,1.1026,-1.3093,-0.2067
311,Patricio Garino,ORL,178,-0.0467,-0.161,-0.2077
312,Jodie Meeks,ORL,3229,1.2458,-1.4605,-0.2148
313,Georges Niang,IND,407,-0.0897,-0.132,-0.2217
314,Iman Shumpert,CLE,8336,0.2725,-0.5078,-0.2353
315,Paul Zipser,CHI,3604,-0.6651,0.4226,-0.2425
316,R.J. Hunter,CHI,38,-0.4294,0.1825,-0.2469
317,Courtney Lee,NYK,10539,1.0972,-1.3465,-0.2493
318,Nene Hilario,HOU,5568,-1.4964,1.2462,-0.2502
319,Alex Poythress,PHI,681,0.5183,-0.7765,-0.2582
320,Shabazz Muhammad,MIN,6509,-0.3042,0.0342,-0.27
321,Meyers Leonard,POR,5325,0.2546,-0.5314,-0.2768
322,Omri Casspi,NOP,112,0.0819,-0.3665,-0.2846
323,K.J. McDaniels,TOT,2226,0.1209,-0.4073,-0.2864
324,Lance Stephenson,MIN,281,-0.2874,-0.0053,-0.2927
325,Briante Weber,GSW,198,-0.115,-0.1783,-0.2933
326,Taj Gibson,CHI,6429,-0.7712,0.4772,-0.294
327,Rodney McGruder,MIA,8387,0.0705,-0.3653,-0.2947
328,Ty Lawson,SAC,7512,0.067,-0.3626,-0.2956
329,John Jenkins,PHO,60,-0.0494,-0.2523,-0.3017
330,Mike Tobey,CHO,97,-0.4818,0.1785,-0.3033
331,Deyonta Davis,MEM,1029,-0.7263,0.4218,-0.3045
332,Darrun Hilliard,DET,1610,-0.7241,0.4178,-0.3064
333,Omri Casspi,SAC,1676,-0.4806,0.1699,-0.3108
334,Jeremy Lin,BRK,4146,-0.2528,-0.0592,-0.312
335,Justin Anderson,PHI,2283,0.1422,-0.4668,-0.3246
336,Tyler Zeller,BOS,2322,-0.7406,0.4131,-0.3275
337,Axel Toupane,MIL,23,-0.0887,-0.24,-0.3288
338,Bojan Bogdanovic,WAS,2686,0.3281,-0.6604,-0.3324
339,Ben Bentil,DAL,47,-0.1302,-0.207,-0.3373
340,Justin Harper,PHI,138,-0.1215,-0.2234,-0.3449
341,Dario Saric,PHI,9563,-1.1051,0.7583,-0.3468
342,Quinn Cook,NOP,481,-0.0201,-0.3307,-0.3508
343,Mason Plumlee,DEN,2738,0.4244,-0.7876,-0.3632
344,Jonas Valanciunas,TOR,8745,0.4214,-0.7875,-0.3662
345,Quinn Cook,TOT,786,0.1932,-0.5659,-0.3727
346,Jerami Grant,PHI,189,-0.519,0.1415,-0.3775
347,Johnny O'Bryant,TOT,336,0.0844,-0.4658,-0.3814
348,Arinze Onuaku,ORL,112,-0.2878,-0.1164,-0.4042
349,Quinn Cook,DAL,305,0.5296,-0.9367,-0.4071
350,Joffrey Lauvergne,CHI,1040,-0.1995,-0.2085,-0.408
351,Mike Scott,ATL,843,-0.6715,0.2605,-0.4109
352,Alec Burks,UTA,2786,-0.496,0.0789,-0.4171
353,Derrick Williams,CLE,1820,0.1335,-0.5524,-0.4188
