slug_season,name_player,group_position,year_season,id_position,slug_player_bref,id_player_nba,name_player_bref,url_player_thumbnail,url_player_headshot,year_season_first,id_player_season,age_player,slug_team_bref,count_games,is_hof_player,minutes,ratio_per,pct_true_shooting,pct3p_rate,pct_ft_rate,pct_orb,pct_drb,pct_trb,pct_ast,pct_stl,pct_blk,pct_tov,pct_usg,ratio_ows,ratio_dws,ratio_ws,ratio_ws_per48,ratio_obpm,ratio_dbpm,ratio_bpm,ratio_vorp,count_games_started,pct_fg,pct_fg3,pct_fg2,pct_efg,pct_ft,minutes_totals,fgm_totals,fga_totals,fg3m_totals,fg3a_totals,fg2m_totals,fg2a_totals,ftm_totals,fta_totals,orb_totals,drb_totals,trb_totals,ast_totals,stl_totals,blk_totals,tov_totals,pf_totals,pts_totals,url_player_bref
2015-16,Giannis Antetokounmpo,G,2016,PG,antetgi01,203507,Giannis Antetokounmpo,https://stats.nba.com/media/players/230x185/203507.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203507.png,2013,antetgi01_2016,21,MIL,80,FALSE,2823,18.8,0.566,0.108,0.404,0.046,0.2,0.124,0.2,0.017,0.034,0.148,0.223,4.2,2.9,7.1,0.121,1,1.5,2.4,3.2,79,0.506,0.257,0.537,0.52,0.724,2823,513,1013,28,109,485,904,296,409,113,499,612,345,94,113,208,258,1350,http://www.basketball-reference.com/players/a/antetgi01.html
2015-16,Glenn Robinson III,F,2016,SF,robingl02,203922,Glenn Robinson III,https://stats.nba.com/media/players/230x185/203922.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203922.png,2014,robingl02_2016,22,IND,45,FALSE,508,11.4,0.508,0.245,0.258,0.026,0.12,0.073,0.077,0.017,0.014,0.097,0.161,0.2,0.6,0.8,0.078,-3,0,-3,-0.1,4,0.43,0.378,0.447,0.477,0.692,508,65,151,14,37,51,114,27,39,12,56,68,26,17,9,18,21,171,http://www.basketball-reference.com/players/r/robingl02.html
2015-16,Goran Dragic,G,2016,PG,dragigo01,201609,Goran Dragic,https://stats.nba.com/media/players/230x185/201609.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201609.png,2008,dragigo01_2016,29,MIA,72,FALSE,2363,15.5,0.537,0.234,0.189,0.027,0.104,0.066,0.287,0.015,0.6,0.163,0.219,2.4,2.3,4.7,0.096,1.3,-0.6,0.7,1.6,72,0.477,0.312,0.527,0.513,0.727,2363,417,875,64,205,353,670,120,165,54,223,277,419,71,17,185,188,1018,http://www.basketball-reference.com/players/d/dragigo01.html
2015-16,Gordon Hayward,F,2016,SF,haywago01,202330,Gordon Hayward,https://stats.nba.com/media/players/230x185/202330.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202330.png,2010,haywago01_2016,25,UTA,80,FALSE,2893,18.3,0.559,0.341,0.397,0.025,0.135,0.08,0.182,0.017,0.8,0.125,0.257,5.5,3.4,8.9,0.147,2.6,-0.1,2.5,3.3,80,0.433,0.349,0.477,0.493,0.824,2893,521,1202,143,410,378,792,393,477,61,336,397,296,95,27,202,183,1578,http://www.basketball-reference.com/players/h/haywago01.html
2015-16,Gorgui Dieng,C,2016,C,dienggo01,203476,Gorgui Dieng,https://stats.nba.com/media/players/230x185/203476.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203476.png,2013,dienggo01_2016,26,MIN,82,FALSE,2220,17.1,0.601,0.035,0.428,0.083,0.221,0.153,0.101,0.021,0.035,0.169,0.167,3.4,2.5,5.9,0.127,0,2.4,2.4,2.5,39,0.532,0.3,0.54,0.537,0.827,2220,308,579,6,20,302,559,205,248,157,428,585,143,94,96,140,219,827,http://www.basketball-reference.com/players/d/dienggo01.html
2015-16,Greg Monroe,C,2016,C,monrogr01,202328,Greg Monroe,https://stats.nba.com/media/players/230x185/202328.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202328.png,2010,monrogr01_2016,25,MIL,79,FALSE,2314,21.8,0.562,0.001,0.327,0.109,0.234,0.172,0.132,0.016,0.025,0.107,0.235,5,2.4,7.5,0.155,1.3,0.2,1.5,2.1,67,0.522,0,0.522,0.522,0.74,2314,491,941,0,1,491,940,228,308,218,478,696,178,72,67,129,163,1210,http://www.basketball-reference.com/players/m/monrogr01.html
2015-16,Greg Smith,F,2016,PF,smithgr02,202962,Greg Smith,https://stats.nba.com/media/players/230x185/202962.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202962.png,2011,smithgr02_2016,25,MIN,18,FALSE,192,7.9,0.545,0,0.531,0.074,0.179,0.127,0.046,0.011,0.4,0.151,0.108,0.1,0.1,0.2,0.045,-3,-1.2,-4.3,-0.1,0,0.563,,0.563,0.563,0.412,192,18,32,0,0,18,32,7,17,12,30,42,6,4,1,7,28,43,http://www.basketball-reference.com/players/s/smithgr02.html
2015-16,Greivis Vasquez,G,2016,PG,vasqugr01,202349,Greivis Vasquez,https://stats.nba.com/media/players/230x185/202349.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202349.png,2010,vasqugr01_2016,29,MIL,23,FALSE,460,7.4,0.435,0.529,0.188,0.013,0.103,0.058,0.285,0.011,0,0.211,0.185,-0.4,0.1,-0.3,-0.033,-3,-3.9,-6.9,-0.6,0,0.326,0.247,0.415,0.391,0.846,460,45,138,18,73,27,65,22,26,5,42,47,91,10,0,40,42,130,http://www.basketball-reference.com/players/v/vasqugr01.html
2015-16,Harrison Barnes,F,2016,SF,barneha02,203084,Harrison Barnes,https://stats.nba.com/media/players/230x185/203084.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png,2012,barneha02_2016,23,GSW,66,FALSE,2042,12.3,0.559,0.338,0.212,0.043,0.124,0.086,0.078,0.01,0.4,0.076,0.159,3.1,1.9,4.9,0.116,0.4,-0.6,-0.2,0.9,59,0.466,0.383,0.508,0.531,0.761,2042,295,633,82,214,213,419,102,134,77,248,325,117,41,10,57,136,774,http://www.basketball-reference.com/players/b/barneha02.html
2015-16,Hassan Whiteside,C,2016,C,whiteha01,202355,Hassan Whiteside,https://stats.nba.com/media/players/230x185/202355.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202355.png,2010,whiteha01_2016,26,MIA,73,FALSE,2125,25.7,0.629,0,0.482,0.131,0.324,0.231,0.024,0.011,0.097,0.142,0.207,5,5.3,10.3,0.233,-0.9,3.4,2.5,2.4,43,0.606,,0.606,0.606,0.65,2125,413,682,0,0,413,682,214,329,238,627,865,30,44,269,137,201,1040,http://www.basketball-reference.com/players/w/whiteha01.html
