id,rapm
1628391,8.27262781084665
201281,8.10597515286763
1628035,7.89406020702418
202348,6.20200490108565
1628506,5.12260670985997
1628409,4.73254569702292
2585,4.634257939436
1627883,4.60935709324251
1626199,4.01144626197455
1627885,3.76960419048053
204179,3.57691541322353
1627735,3.48646046046805
202933,3.32245487880488
1628436,3.22506384668843
202738,3.06188881675294
1626151,2.8557009542967
1627758,2.84600089804403
1627834,2.84593591657243
201939,2.8393010588978
203585,2.70176618165608
202326,2.55114938499643
201589,2.43867621837052
201967,2.41062663901063
203086,2.37187255702135
201166,2.32545665848666
203485,2.29460246465358
1627774,2.27708543927032
202684,2.23588417464493
1628463,2.13813134741053
203141,2.11167878745133
1627780,2.08616943358167
1626166,2.05138729143791
203186,2.01708459913435
203897,2.01056646257816
203504,1.98393216316214
203498,1.95509731391851
101150,1.87643039463675
1626157,1.8534417458706
202083,1.82837904204137
1627362,1.81429943655228
2544,1.7548734316357
2747,1.69636396568079
1628403,1.64948462902364
201628,1.64123109547946
2617,1.61528235385904
1628510,1.58669683794865
1628418,1.52620550462864
203482,1.51911474474537
1626171,1.51584374300667
203503,1.49704045895348
1626156,1.4757892740068
203957,1.47319273616674
2037,1.467720679783
202695,1.45039305064019
1627767,1.44765899844441
204066,1.42689917054802
203477,1.42271957028762
1627748,1.41925718990081
1627816,1.40730862442275
1627858,1.40631708425369
1626170,1.39787267122804
202337,1.39503216616361
201142,1.3870550101387
203471,1.37058542529632
1627846,1.36498300324568
201600,1.33648693830655
203490,1.28100078413665
1626246,1.2547131169497
202347,1.2529234349673
204037,1.23486798334
1627743,1.20560808631145
203095,1.20428314090144
201158,1.18798428851589
201565,1.18586587557622
1627752,1.16702474487894
202328,1.15968071782374
1627824,1.15871945031711
203486,1.13702863885773
1628416,1.12232145106488
1627756,1.11976383480991
201954,1.11707126426886
202696,1.11340305613472
1628372,1.11338305819877
203087,1.10846971034249
201952,1.08897652916894
1627746,1.0798813695304
203112,1.06223932746835
203085,1.03796687693493
203118,1.02214565073163
1626173,1.01435161871395
203114,0.999380018874548
1627750,0.985418797835978
201572,0.971818705037848
1891,0.968856310703091
202327,0.967133133869392
1627790,0.959825600933203
1628384,0.93434098033961
202734,0.902223756166124
203992,0.889426270556875
201583,0.873893647548051
203521,0.872516059942362
202344,0.869425846942437
1717,0.851019946425672
1626149,0.842778914589092
201586,0.840727551201295
1628380,0.839174196477107
1628476,0.838478215612559
1627863,0.821214335012229
202718,0.813076758584737
201936,0.812406147457146
2210,0.799784903876939
1627988,0.799583220186296
203124,0.79927978970734
1628422,0.789858853326464
202689,0.780620605859262
200782,0.762745372698441
200757,0.762073664955338
1627785,0.757913547324313
203109,0.729763920610132
200826,0.722696060633478
201152,0.713433455801877
1627751,0.711875238281681
201196,0.700797330723124
202322,0.700435704763743
2863,0.68753651090856
1628503,0.68135717120176
1626209,0.680441117594286
202694,0.678906664801972
200755,0.669709111795026
1626245,0.668684762422769
1627782,0.660539762846813
201144,0.655409786574198
202324,0.6478912589288
1628397,0.642680014904237
1628388,0.616463478113827
2734,0.611741498975513
204060,0.610041323329862
1627854,0.601365179866034
201573,0.594107446065593
1626167,0.575611053550912
201147,0.575000408359507
202710,0.570723306044195
203613,0.564676467435969
2772,0.557878459188621
203930,0.555577828709612
202325,0.547016139253274
201935,0.5243691585397
201988,0.523387009772467
202704,0.502729518728033
1628400,0.502063895662901
201162,0.495356737196253
201942,0.481215370968111
1627098,0.476960225209422
1628404,0.476568551512874
203954,0.463449129247109
1627832,0.44187705344585
203925,0.419429953591145
1627835,0.416144118994503
1627761,0.41429096445439
101127,0.400870751388444
1627763,0.397162735046588
1713,0.393677324021485
203944,0.373491010183093
2403,0.370713989543061
203078,0.368471508249249
203084,0.364109712685508
1628378,0.364022688489705
203200,0.361502558401582
101108,0.358216479930166
202362,0.345524065617448
202339,0.344548870252738
202732,0.343864220698041
1628393,0.336842390151885
201959,0.312619235154586
201567,0.311953187088854
2546,0.304365653968518
1626224,0.294144862289856
203110,0.288305273190368
200768,0.285333334221788
201566,0.27732347045792
1628365,0.272048425706771
202691,0.270114648569392
203115,0.260392499926399
1627783,0.257462478256103
1628379,0.252212618707423
1627747,0.241548375028529
1626153,0.237853323928743
201976,0.228745484802137
